Route_Index,Depot_ID,Vehicle_ID,Seq,Customer_ID,Latitude,Longitude
56,D001_2,V0119,0,Z1962_C021803,10.6628,106.707
57,D001_2,V0119,0,Z1963_C004690,10.6607,106.694
58,D001_2,V0119,0,Z1964_C045324,10.6847,106.704
59,D001_2,V0119,0,Z1965_C005486,10.6789,106.692
60,D001_2,V0064,0,Z1966_C012575,10.6741,106.702
61,D001_2,V0119,0,Z1967_C021400,10.7512,106.65
62,D001_2,V0119,0,Z1968_C040742,10.7546,106.64
63,D001_2,V0119,0,Z1969_C046153,10.7463,106.658
64,D001_2,V0119,0,Z1970_C023999,10.7449,106.648
65,D001_2,V0119,0,Z1971_C019360,10.7357,106.656
66,D001_2,V0119,0,Z1972_C045207,10.7374,106.644
67,D001_2,V0119,0,Z1973_C045327,10.735,106.638
68,D001_2,V0064,0,Z1974_C030554,10.6944,106.659
69,D001_2,V0119,0,Z1975_C031289,10.686,106.651
70,D001_2,V0119,0,Z1976_C033587,10.6985,106.638
71,D001_2,V0119,0,Z1977_C049143,10.7061,106.646
72,D001_2,V0119,0,Z1978_C019728,10.6881,106.637
73,D001_2,V0119,0,Z1979_C015953,10.7625,106.634
74,D001_2,V0119,0,Z1980_C000474,10.7726,106.632
75,D001_2,V0119,0,Z1981_C030491,10.779,106.618
76,D001_2,V0064,0,Z1982_C046496,10.7853,106.628
77,D001_2,V0119,0,Z1983_C044717,10.7666,106.649
78,D001_2,V0064,0,Z1984_C027127,10.7805,106.643
79,D001_2,V0119,0,Z1985_C044362,10.75,106.703
80,D001_2,V0064,0,Z1986_C043787,10.7443,106.692
81,D001_2,V0119,0,Z1987_C045404,10.7399,106.689
82,D001_2,V0064,0,Z1988_C044638,10.7304,106.696
83,D001_2,V0119,0,Z1989_C028230,10.7436,106.713
84,D001_2,V0119,0,Z1990_C034972,10.7324,106.711
85,D001_2,V0119,0,Z1991_C025057,10.7253,106.71
86,D001_2,V0064,0,Z1992_C026350,10.7064,106.636
87,D001_2,V0119,0,Z1994_C037793,10.7225,106.628
88,D001_2,V0119,0,Z1995_C034755,10.7313,106.621
89,D001_2,V0119,0,Z1996_C003228,10.7307,106.676
90,D001_2,V0119,0,Z1997_C010455,10.7375,106.67
91,D001_2,V0119,0,Z1998_C002229,10.7341,106.683
92,D001_2,V0064,0,Z1999_C013214,10.7549,106.67
93,D001_2,V0119,0,Z2000_C032309,10.7485,106.678
94,D001_2,V0064,0,Z2001_C036367,10.7495,106.688
95,D001_2,V0119,0,Z2002_C037717,10.685,106.723
96,D001_2,V0119,0,Z2003_C037542,10.6854,106.737
97,D001_2,V0119,0,Z2004_C029093,10.6649,106.759
98,D001_2,V0064,0,Z2005_C000507,10.6652,106.752
99,D001_2,V0119,0,Z2006_C026316,10.6652,106.74
100,D001_2,V0064,0,Z2007_C005928,10.6639,106.723
101,D001_2,V0119,0,Z2008_C017382,10.673,106.733
102,D001_2,V0119,0,Z2009_C044733,10.7012,106.693
103,D001_2,V0119,0,Z2010_C039027,10.6938,106.712
104,D001_2,V0119,0,Z2011_C030828,10.6883,106.703
105,D001_2,V0119,0,Z2012_C005737,10.709,106.696
106,D001_2,V0119,0,Z2013_C036944,10.7153,106.709
107,D001_2,V0119,0,Z2014_C010298,10.7063,106.719
108,D001_2,V0064,0,Z2015_C037485,10.8281,106.591
109,D001_2,V0119,0,Z2016_C000620,10.8337,106.611
110,D001_2,V0064,0,Z2017_C019899,10.843,106.601
111,D001_2,V0119,0,Z2018_C028398,10.8516,106.6
112,D001_2,V0119,0,Z2019_C006414,10.6971,106.598
113,D001_2,V0119,0,Z2020_C002419,10.6844,106.609
114,D001_2,V0119,0,Z2021_C026265,10.6929,106.606
115,D001_2,V0119,0,Z2022_C020660,10.6849,106.597
116,D001_2,V0119,0,Z2024_C034380,10.7275,106.597
117,D001_2,V0119,0,Z2025_C020303,10.7239,106.604
118,D001_2,V0119,0,Z2026_C027416,10.7125,106.604
119,D001_2,V0119,0,Z2027_C026179,10.7085,106.598
120,D001_2,V0119,0,Z2028_C041948,10.7218,106.588
121,D001_2,V0119,0,Z2029_C042183,10.6632,106.671
122,D001_2,V0064,0,Z2030_C027215,10.6712,106.654
123,D001_2,V0119,0,Z2031_C005579,10.6611,106.651
124,D001_2,V0119,0,Z2032_C021938,10.7266,106.813
125,D001_2,V0119,0,Z2033_C007918,10.6741,106.773
126,D001_2,V0064,0,Z2034_C042198,10.6699,106.804
127,D001_2,V0119,0,Z2035_C002606,10.7074,106.797
128,D001_2,V0119,0,Z2036_C010726,10.6924,106.782
129,D001_2,V0119,0,Z2037_C020261,10.7683,106.696
130,D001_2,V0119,0,Z2038_C021707,10.7576,106.698
131,D001_2,V0119,0,Z2039_C039345,10.7553,106.692
132,D001_2,V0064,0,Z2040_C041618,10.7623,106.689
133,D001_2,V0119,0,Z2041_C048487,10.7702,106.683
134,D001_2,V0064,0,Z2042_C016208,10.7776,106.686
135,D001_2,V0119,0,Z2043_C000813,10.7618,106.681
136,D001_2,V0119,0,Z2044_C046118,10.7767,106.585
137,D001_2,V0119,0,Z2045_C016681,10.7762,106.592
138,D001_2,V0119,0,Z2046_C012048,10.7848,106.611
139,D001_2,V0119,0,Z2047_C048052,10.7824,106.6
140,D001_2,V0119,0,Z2048_C027482,10.7638,106.598
141,D001_2,V0119,0,Z2049_C030652,10.7704,106.606
142,D001_2,V0119,0,Z2050_C044835,10.7694,106.595
143,D001_2,V0119,0,Z2051_C005510,10.7207,106.733
144,D001_2,V0064,0,Z2052_C039831,10.7097,106.74
145,D001_2,V0119,0,Z2053_C046841,10.6971,106.742
146,D001_2,V0119,0,Z2054_C024040,10.7087,106.763
147,D001_2,V0119,0,Z2055_C023091,10.6648,106.601
148,D001_2,V0119,0,Z2057_C047309,10.6596,106.592
149,D001_2,V0119,0,Z2058_C009441,10.7206,106.637
150,D001_2,V0064,0,Z2059_C007220,10.7307,106.636
151,D001_2,V0119,0,Z2060_C046713,10.741,106.636
152,D001_2,V0064,0,Z2061_C030742,10.7346,106.627
153,D001_2,V0119,0,Z2062_C026424,10.7231,106.651
154,D001_2,V0119,0,Z2063_C044686,10.7353,106.648
155,D001_2,V0119,0,Z2064_C011820,10.7635,106.661
156,D001_2,V0064,0,Z2065_C024614,10.7795,106.663
157,D001_2,V0119,0,Z2066_C023487,10.7779,106.656
158,D001_2,V0119,0,Z2067_C008124,10.772,106.662
159,D001_2,V0119,0,Z2068_C041745,10.7669,106.671
160,D001_2,V0064,0,Z2069_C040037,10.7897,106.654
161,D001_2,V0119,0,Z2070_C032797,10.7764,106.677
162,D001_2,V0119,0,Z2071_C004615,10.8017,106.662
163,D001_2,V0119,0,Z2072_C012336,10.7871,106.666
164,D001_2,V0119,0,Z2073_C013677,10.7899,106.671
165,D001_2,V0119,0,Z2074_C015514,10.728,106.59
166,D001_2,V0119,0,Z2075_C048090,10.705,106.591
167,D001_2,V0119,0,Z2076_C000380,10.7176,106.588
168,D001_2,V0119,0,Z2077_C024382,10.7123,106.603
169,D001_2,V0064,0,Z2078_C003588,10.6788,106.633
170,D001_2,V0119,0,Z2080_C022463,10.6624,106.623
171,D001_2,V0119,0,Z2081_C018492,10.6926,106.626
172,D001_2,V0064,0,Z2082_C006444,10.6968,106.618
173,D001_2,V0119,0,Z2083_C026574,10.6846,106.625
174,D001_2,V0119,0,Z2084_C011816,10.6769,106.626
175,D001_2,V0119,0,Z2085_C014476,10.676,106.613
176,D001_2,V0119,0,Z2086_C024607,10.8612,106.626
177,D001_2,V0119,0,Z2087_C029631,10.8438,106.635
178,D001_2,V0064,0,Z2089_C026374,10.8263,106.624
179,D001_2,V0119,0,Z2090_C028977,10.8194,106.639
180,D001_2,V0119,0,Z2091_C012315,10.8142,106.616
181,D001_2,V0119,0,Z2092_C035210,10.7958,106.617
182,D001_2,V0119,0,Z2093_C016694,10.801,106.624
183,D001_2,V0119,0,Z2094_C027243,10.8033,106.641
184,D001_2,V0119,0,Z2095_C035150,10.8024,106.632
185,D001_2,V0119,0,Z2096_C003984,10.7601,106.662
186,D001_2,V0064,0,Z2098_C008439,10.7621,106.672
187,D001_2,V0119,0,Z2100_C026774,10.6861,106.649
188,D001_2,V0119,0,Z2101_C016592,10.6645,106.649
189,D001_2,V0119,0,Z2102_C029678,10.6756,106.643
190,D001_2,V0119,0,Z2103_C024050,10.6844,106.639
191,D001_2,V0119,0,Z2104_C003420,10.6636,106.632
192,D001_2,V0064,0,Z2105_C029468,10.6681,106.634
193,D001_2,V0119,0,Z2106_C015911,10.7027,106.659
194,D001_2,V0064,0,Z2107_C001372,10.713,106.661
195,D001_2,V0119,0,Z2108_C000237,10.7058,106.68
196,D001_2,V0119,0,Z2109_C003142,10.7109,106.673
197,D001_2,V0119,0,Z2110_C023193,10.7237,106.666
198,D001_2,V0119,0,Z2111_C035094,10.784,106.647
199,D001_2,V0119,0,Z2112_C047870,10.7705,106.644
200,D001_2,V0119,0,Z2113_C042508,10.774,106.63
201,D001_2,V0119,0,Z2114_C033432,10.7878,106.633
202,D001_2,V0119,0,Z2115_C031166,10.7627,106.642
203,D001_5,V0004,0,Z1847_C004253,10.6656,106.647
204,D001_5,V0129,0,Z1848_C033849,10.8808,106.785
205,D001_5,V0004,0,Z1849_C025070,10.8635,106.736
206,D001_5,V0004,0,Z1850_C046832,10.8796,106.756
207,D001_5,V0004,0,Z1852_C027651,10.6834,106.714
208,D001_5,V0004,0,Z1853_C046094,10.7607,106.8
209,D001_5,V0103,0,Z1854_C013914,10.6738,106.786
210,D001_5,V0004,0,Z1855_C002642,10.6723,106.732
211,D001_5,V0004,0,Z1856_C036471,10.6729,106.71
212,D001_5,V0129,0,Z1857_C043555,10.7395,106.729
213,D001_5,V0103,0,Z1858_C033233,10.7217,106.733
214,D001_5,V0004,0,Z1859_C023318,10.6693,106.752
215,D001_5,V0004,0,Z1860_C029936,10.7845,106.766
216,D001_5,V0129,0,Z1862_C023112,10.8446,106.787
217,D001_5,V0004,0,Z1864_C020028,10.664,106.599
218,D001_5,V0004,0,Z1865_C036029,10.6828,106.595
219,D001_5,V0004,0,Z1866_C026489,10.8505,106.604
220,D001_5,V0004,0,Z1868_C024368,10.8406,106.776
221,D001_5,V0129,0,Z1869_C006339,10.7944,106.799
222,D001_5,V0129,0,Z1870_C026377,10.7687,106.724
223,D001_5,V0103,0,Z1871_C044221,10.7807,106.704
224,D001_5,V0129,0,Z1872_C049567,10.7583,106.708
225,D001_5,V0103,0,Z1873_C007299,10.7248,106.789
226,D001_5,V0004,0,Z1874_C005621,10.7066,106.78
227,D001_5,V0129,0,Z1875_C033755,10.724,106.73
228,D001_5,V0004,0,Z1876_C022902,10.7426,106.732
229,D001_5,V0004,0,Z1877_C019245,10.8831,106.708
230,D001_5,V0103,0,Z1878_C006909,10.7487,106.748
231,D001_5,V0004,0,Z1879_C045952,10.8121,106.615
232,D001_5,V0103,0,Z1880_C030380,10.8264,106.593
233,D001_5,V0129,0,Z1881_C049799,10.708,106.745
234,D001_5,V0004,0,Z1882_C014327,10.6941,106.759
235,D001_5,V0103,0,Z1884_C025577,10.7385,106.607
236,D001_5,V0103,0,Z1885_C035354,10.7556,106.715
237,D001_5,V0129,0,Z1886_C031176,10.7419,106.722
238,D001_5,V0004,0,Z1887_C022249,10.718,106.719
239,D001_5,V0004,0,Z1888_C035491,10.8499,106.802
240,D001_5,V0004,0,Z1889_C010990,10.8739,106.808
241,D001_5,V0129,0,Z1890_C012206,10.7158,106.712
242,D001_5,V0129,0,Z1893_C009074,10.6647,106.811
243,D001_5,V0004,0,Z1894_C018722,10.7683,106.708
244,D001_5,V0103,0,Z1895_C016377,10.7836,106.709
245,D001_5,V0004,0,Z1896_C041333,10.6937,106.801
246,D001_5,V0103,0,Z1897_C016091,10.6877,106.637
247,D001_5,V0004,0,Z1898_C044955,10.7075,106.699
248,D001_5,V0004,0,Z1899_C040822,10.7809,106.708
249,D001_5,V0129,0,Z1900_C018144,10.7112,106.764
250,D001_5,V0004,0,Z1901_C002425,10.6906,106.747
251,D001_1,V0127,0,Z1723_C012425,10.7563,106.766
252,D001_1,V0127,0,Z1724_C030868,10.7495,106.779
253,D001_1,V0127,0,Z1725_C009029,10.759,106.78
254,D001_1,V0127,0,Z1726_C019068,10.7383,106.768
255,D001_1,V0127,0,Z1727_C029389,10.6871,106.63
256,D001_1,V0127,0,Z1728_C016488,10.6901,106.602
257,D001_1,V0127,0,Z1729_C042962,10.7323,106.587
258,D001_1,V0127,0,Z1730_C013706,10.7836,106.793
259,D001_1,V0127,0,Z1731_C013862,10.7931,106.778
260,D001_1,V0127,0,Z1732_C038313,10.787,106.788
261,D001_1,V0127,0,Z1733_C018557,10.7984,106.79
262,D001_1,V0127,0,Z1734_C041067,10.789,106.804
263,D001_1,V0127,0,Z1735_C031980,10.8021,106.803
264,D001_1,V0127,0,Z1736_C035003,10.7883,106.811
265,D001_1,V0127,0,Z1737_C002604,10.8141,106.787
266,D001_1,V0127,0,Z1739_C027527,10.877,106.644
267,D001_1,V0127,0,Z1740_C019496,10.8287,106.8
268,D001_1,V0127,0,Z1741_C034429,10.8218,106.792
269,D001_1,V0127,0,Z1742_C016656,10.8448,106.801
270,D001_1,V0127,0,Z1743_C035167,10.8395,106.814
271,D001_1,V0127,0,Z1744_C044601,10.8335,106.658
272,D001_1,V0127,0,Z1745_C016846,10.8628,106.774
273,D001_1,V0127,0,Z1746_C040357,10.8746,106.768
274,D001_1,V0127,0,Z1747_C006462,10.8863,106.776
275,D001_1,V0127,0,Z1748_C005606,10.8776,106.758
276,D001_1,V0127,0,Z1749_C000968,10.8944,106.765
277,D001_1,V0127,0,Z1750_C044575,10.8673,106.792
278,D001_1,V0127,0,Z1754_C006573,10.6722,106.685
279,D001_1,V0127,0,Z1756_C028763,10.8563,106.736
280,D001_1,V0127,0,Z1758_C029422,10.8356,106.741
281,D001_1,V0127,0,Z1760_C039315,10.7312,106.811
282,D001_1,V0127,0,Z1761_C015174,10.8038,106.768
283,D001_1,V0127,0,Z1762_C035201,10.8074,106.762
284,D001_1,V0127,0,Z1763_C031848,10.8271,106.762
285,D001_1,V0127,0,Z1764_C024150,10.8179,106.754
286,D001_1,V0127,0,Z1765_C015822,10.8127,106.814
287,D001_1,V0127,0,Z1767_C010103,10.7881,106.816
288,D001_1,V0127,0,Z1768_C021948,10.8271,106.778
289,D001_1,V0127,0,Z1769_C032585,10.8396,106.769
290,D001_1,V0127,0,Z1770_C024723,10.8426,106.789
291,D001_1,V0127,0,Z1771_C044049,10.8881,106.812
292,D001_1,V0127,0,Z1772_C036199,10.8757,106.808
293,D001_1,V0127,0,Z1774_C012320,10.8836,106.599
294,D001_1,V0127,0,Z1775_C045613,10.8852,106.584
295,D001_1,V0127,0,Z1776_C013383,10.8667,106.592
296,D001_1,V0127,0,Z1777_C011685,10.8552,106.608
297,D001_1,V0127,0,Z1779_C017113,10.8029,106.595
298,D001_1,V0127,0,Z1780_C012108,10.7223,106.748
299,D001_1,V0127,0,Z1781_C004542,10.7155,106.735
300,D001_1,V0127,0,Z1782_C012247,10.7359,106.735
301,D001_1,V0127,0,Z1783_C003768,10.7164,106.715
302,D001_1,V0127,0,Z1785_C046412,10.6867,106.775
303,D001_1,V0127,0,Z1786_C039276,10.669,106.749
304,D001_1,V0127,0,Z1787_C036062,10.8167,106.731
305,D001_1,V0127,0,Z1788_C041126,10.7996,106.744
306,D001_1,V0127,0,Z1789_C023125,10.7939,106.721
307,D001_1,V0127,0,Z1790_C005101,10.8029,106.732
308,D001_1,V0127,0,Z1791_C014408,10.7759,106.743
309,D001_1,V0127,0,Z1792_C041940,10.7659,106.755
310,D001_1,V0127,0,Z1793_C020579,10.7815,106.763
311,D001_1,V0127,0,Z1794_C004787,10.7918,106.751
312,D001_1,V0127,0,Z1795_C016229,10.8595,106.795
313,D001_1,V0127,0,Z1796_C022758,10.8558,106.814
314,D001_1,V0127,0,Z1797_C009383,10.8798,106.81
315,D001_1,V0127,0,Z1798_C035772,10.8664,106.806
316,D001_1,V0190,0,Z1799_C025536,10.8925,106.81
317,D001_1,V0127,0,Z1800_C042066,10.8688,106.761
318,D001_1,V0127,0,Z1801_C018490,10.8792,106.783
319,D001_1,V0127,0,Z1802_C008551,10.8807,106.773
320,D001_1,V0127,0,Z1803_C048137,10.8033,106.719
321,D001_1,V0127,0,Z1804_C022799,10.7928,106.734
322,D001_1,V0127,0,Z1805_C011252,10.8124,106.732
323,D001_1,V0127,0,Z1806_C021292,10.8246,106.723
324,D001_1,V0127,0,Z1808_C003518,10.8739,106.662
325,D001_1,V0127,0,Z1809_C042805,10.8627,106.673
326,D001_1,V0127,0,Z1810_C017777,10.6644,106.795
327,D001_1,V0127,0,Z1811_C045388,10.6835,106.793
328,D001_1,V0127,0,Z1812_C041345,10.6917,106.811
329,D001_1,V0127,0,Z1813_C030248,10.871,106.68
330,D001_1,V0127,0,Z1814_C032122,10.888,106.701
331,D001_1,V0127,0,Z1815_C025017,10.8767,106.693
332,D001_1,V0127,0,Z1816_C034637,10.7657,106.794
333,D001_1,V0127,0,Z1817_C003558,10.7539,106.803
334,D001_1,V0127,0,Z1818_C047591,10.7666,106.812
335,D001_1,V0127,0,Z1819_C042773,10.8248,106.815
336,D001_1,V0127,0,Z1820_C034514,10.8233,106.799
337,D001_1,V0127,0,Z1821_C022125,10.8844,106.757
338,D001_1,V0127,0,Z1822_C023179,10.8727,106.743
339,D001_1,V0127,0,Z1823_C032989,10.8892,106.746
340,D001_1,V0127,0,Z1824_C036065,10.886,106.732
341,D001_1,V0127,0,Z1825_C015490,10.8448,106.763
342,D001_1,V0127,0,Z1826_C017371,10.8551,106.779
343,D001_1,V0127,0,Z1827_C037490,10.8455,106.778
344,D001_1,V0127,0,Z1828_C009813,10.8632,106.762
345,D001_1,V0127,0,Z1829_C001487,10.852,106.755
346,D001_1,V0127,0,Z1830_C046301,10.8164,106.771
347,D001_1,V0127,0,Z1831_C020300,10.8224,106.761
348,D001_1,V0127,0,Z1832_C036830,10.8289,106.775
349,D001_1,V0127,0,Z1833_C049571,10.8355,106.772
350,D001_1,V0127,0,Z1834_C031273,10.8377,106.76
351,D001_1,V0127,0,Z1837_C010766,10.8199,106.72
352,D001_1,V0127,0,Z1838_C029051,10.8049,106.736
353,D001_1,V0127,0,Z1839_C046778,10.8035,106.724
354,D001_1,V0127,0,Z1840_C032659,10.7969,106.722
355,D001_1,V0127,0,Z1841_C040433,10.8458,106.735
356,D001_1,V0127,0,Z1842_C028911,10.8533,106.724
357,D001_1,V0127,0,Z1843_C028270,10.8373,106.716
358,D001_1,V0127,0,Z1844_C039598,10.8439,106.746
359,D001_1,V0127,0,Z1845_C013163,10.8318,106.733
360,D001_3,V0049,0,Z100_C031544,10.7605,106.609
361,D001_3,V0049,0,Z101_C042922,10.7703,106.624
362,D001_3,V0049,0,Z102_C004275,10.7476,106.582
363,D001_3,V0049,0,Z103_C013933,10.76,106.584
364,D001_3,V0049,0,Z104_C020560,10.7501,106.594
365,D001_3,V0086,0,Z105_C010286,10.7454,106.587
366,D001_3,V0086,0,Z106_C040790,10.7484,106.584
367,D001_3,V0086,0,Z107_C021198,10.7617,106.584
368,D001_3,V0049,0,Z108_C032717,10.7691,106.59
369,D001_3,V0049,0,Z109_C032287,10.7669,106.589
370,D001_3,V0086,0,Z110_C034563,10.7678,106.598
371,D001_3,V0049,0,Z111_C036881,10.7692,106.585
372,D001_3,V0049,0,Z112_C048773,10.7657,106.588
373,D001_3,V0086,0,Z113_C024114,10.763,106.589
374,D001_3,V0086,0,Z114_C029029,10.7607,106.586
375,D001_3,V0049,0,Z115_C032086,10.7596,106.625
376,D001_3,V0049,0,Z116_C044425,10.75,106.601
377,D001_3,V0049,0,Z117_C026262,10.7425,106.614
378,D001_3,V0049,0,Z118_C043883,10.7498,106.618
379,D001_3,V0086,0,Z119_C029046,10.7392,106.624
380,D001_3,V0086,0,Z120_C015751,10.7412,106.628
381,D001_3,V0049,0,Z121_C009821,10.7334,106.594
382,D001_3,V0049,0,Z122_C047742,10.7442,106.598
383,D001_3,V0049,0,Z123_C020748,10.735,106.614
384,D001_3,V0049,0,Z124_C033302,10.7277,106.61
385,D001_3,V0049,0,Z125_C004072,10.7257,106.595
386,D001_3,V0049,0,Z126_C020416,10.7329,106.587
387,D001_3,V0049,0,Z127_C023630,10.7164,106.595
388,D001_3,V0049,0,Z128_C019807,10.722,106.588
389,D001_3,V0049,0,Z129_C035017,10.8147,106.636
390,D001_3,V0049,0,Z130_C003105,10.8248,106.627
391,D001_3,V0049,0,Z131_C034949,10.8222,106.64
392,D001_3,V0049,0,Z132_C042976,10.8269,106.635
393,D001_3,V0049,0,Z133_C010898,10.8292,106.633
394,D001_3,V0049,0,Z134_C002022,10.8355,106.621
395,D001_3,V0049,0,Z135_C006599,10.8307,106.625
396,D001_3,V0049,0,Z136_C027701,10.8393,106.622
397,D001_3,V0049,0,Z137_C011445,10.8366,106.626
398,D001_3,V0086,0,Z138_C008554,10.8409,106.626
399,D001_3,V0049,0,Z139_C007652,10.8358,106.635
400,D001_3,V0049,0,Z140_C019255,10.8052,106.625
401,D001_3,V0049,0,Z141_C029454,10.8196,106.625
402,D001_3,V0049,0,Z142_C015464,10.8145,106.626
403,D001_3,V0086,0,Z143_C014460,10.821,106.622
404,D001_3,V0049,0,Z144_C012526,10.8159,106.63
405,D001_3,V0049,0,Z145_C009877,10.828,106.623
406,D001_3,V0049,0,Z146_C030420,10.8163,106.606
407,D001_3,V0049,0,Z147_C044397,10.8289,106.611
408,D001_3,V0086,0,Z148_C017090,10.8246,106.61
409,D001_3,V0049,0,Z149_C038810,10.8258,106.609
410,D001_3,V0049,0,Z150_C042749,10.8307,106.607
411,D001_3,V0049,0,Z151_C018357,10.8266,106.606
412,D001_3,V0049,0,Z152_C048816,10.8318,106.618
413,D001_3,V0049,0,Z153_C012418,10.8211,106.621
414,D001_3,V0049,0,Z154_C007717,10.8254,106.617
415,D001_3,V0049,0,Z155_C044980,10.8205,106.616
416,D001_3,V0086,0,Z156_C008276,10.8169,106.617
417,D001_3,V0049,0,Z157_C024968,10.8106,106.618
418,D001_3,V0049,0,Z158_C021487,10.8351,106.614
419,D001_3,V0049,0,Z159_C006085,10.8341,106.617
420,D001_3,V0086,0,Z160_C012222,10.8336,106.62
421,D001_3,V0049,0,Z161_C022105,10.8366,106.615
422,D001_3,V0049,0,Z162_C008368,10.8381,106.613
423,D001_3,V0049,0,Z163_C044147,10.8347,106.612
424,D001_3,V0049,0,Z164_C016987,10.8233,106.601
425,D001_3,V0049,0,Z165_C047023,10.8687,106.664
426,D001_3,V0049,0,Z166_C012031,10.8623,106.663
427,D001_3,V0086,0,Z167_C043266,10.8757,106.662
428,D001_3,V0049,0,Z168_C040612,10.8597,106.646
429,D001_3,V0086,0,Z169_C028465,10.8679,106.648
430,D001_3,V0086,0,Z170_C044840,10.8756,106.658
431,D001_3,V0049,0,Z171_C032696,10.8684,106.652
432,D001_3,V0086,0,Z172_C033790,10.8718,106.652
433,D001_3,V0086,0,Z173_C046634,10.8611,106.646
434,D001_3,V0049,0,Z174_C037165,10.8602,106.651
435,D001_3,V0086,0,Z175_C029499,10.8889,106.654
436,D001_3,V0049,0,Z176_C034152,10.8894,106.638
437,D001_3,V0049,0,Z177_C009923,10.8812,106.641
438,D001_3,V0086,0,Z178_C008878,10.8827,106.629
439,D001_3,V0049,0,Z179_C044339,10.8761,106.63
440,D001_3,V0049,0,Z180_C022542,10.8739,106.645
441,D001_3,V0049,0,Z181_C041558,10.8663,106.638
442,D001_3,V0049,0,Z182_C045130,10.6668,106.811
443,D001_3,V0049,0,Z183_C034980,10.6641,106.807
444,D001_3,V0086,0,Z184_C041922,10.6628,106.805
445,D001_3,V0049,0,Z185_C016529,10.6636,106.802
446,D001_3,V0049,0,Z186_C009102,10.6586,106.798
447,D001_3,V0086,0,Z187_C046760,10.6665,106.797
448,D001_3,V0086,0,Z188_C028864,10.6731,106.803
449,D001_3,V0049,0,Z189_C040592,10.6569,106.787
450,D001_3,V0049,0,Z190_C017936,10.6808,106.793
451,D001_3,V0049,0,Z191_C003180,10.6628,106.785
452,D001_3,V0049,0,Z192_C030738,10.6758,106.793
