Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D004_2,C001137,0.363,1.0,Medium,
D004_2,C001139,5.349,19.8,High,
D004_2,C001143,3.872,14.3,High,
D004_2,C001156,3.566,10.3,Medium,
D004_2,C001178,3.383,9.8,Medium,One-Way
D004_2,C001194,7.181,20.7,Medium,
D004_2,C001199,7.027,20.3,Medium,
D004_2,C001203,3.478,10.0,Medium,
D004_2,C001210,5.998,22.1,High,
D004_2,C001212,3.632,8.4,Low,
D004_2,C001215,5.187,15.0,Medium,
D004_2,C001234,4.743,13.7,Medium,
D004_2,C001236,2.946,8.5,Medium,
D004_2,C001259,5.602,12.9,Low,No Heavy Trucks
D004_2,C001267,6.049,22.3,High,
D004_2,C001270,9.241,26.7,Medium,One-Way
D004_2,C001276,6.5,18.8,Medium,
D004_2,C001280,5.685,13.1,Low,No Heavy Trucks
D004_2,C001293,6.058,17.5,Medium,
D004_2,C001308,8.059,29.8,High,
D004_2,C001320,1.793,5.2,Medium,
D004_2,C001329,7.332,21.2,Medium,
D004_2,C001351,7.994,18.4,Low,
D004_2,C001355,3.607,8.3,Low,
D004_2,C001362,8.05,18.6,Low,
D004_2,C001363,6.482,18.7,Medium,One-Way
D004_2,C001371,0.272,0.8,Medium,
D004_2,C001374,2.633,6.1,Low,
D004_2,C001381,9.376,34.6,High,One-Way
D004_2,C001392,1.557,4.5,Medium,
D004_2,C001398,3.822,11.0,Medium,
D004_2,C001402,7.288,21.0,Medium,
D004_2,C001404,9.235,34.1,High,
D004_2,C001458,7.509,21.7,Medium,
D004_2,C001470,3.983,14.7,High,
D004_2,C001478,6.151,17.7,Medium,
D004_2,C001489,5.39,15.5,Medium,
D004_2,C001499,5.958,17.2,Medium,
D004_2,C001523,2.01,4.6,Low,
D004_2,C001528,4.947,14.3,Medium,No Heavy Trucks
D004_2,C001542,2.261,6.5,Medium,
D004_2,C001558,1.74,5.0,Medium,
D004_2,C001585,5.338,12.3,Low,
D004_2,C001591,4.96,11.4,Low,One-Way
D004_2,C001606,3.688,10.6,Medium,
D004_2,C001608,7.539,21.7,Medium,No Heavy Trucks
D004_2,C001632,4.942,14.3,Medium,
D004_2,C001657,7.079,20.4,Medium,
D004_2,C001665,10.009,23.1,Low,
D004_2,C001670,5.726,13.2,Low,
D004_2,C001671,7.121,16.4,Low,
D004_2,C001692,5.905,13.6,Low,
D004_2,C001696,5.748,13.3,Low,
D004_2,C001701,1.599,4.6,Medium,
D004_2,C001712,3.279,7.6,Low,
D004_2,C001757,3.373,7.8,Low,
D004_2,C001773,4.777,17.6,High,
D004_2,C001782,2.774,8.0,Medium,
D004_2,C001795,7.302,21.1,Medium,
D004_2,C001800,3.543,10.2,Medium,
D004_2,C001805,1.78,5.1,Medium,
D004_2,C001810,7.726,22.3,Medium,
D004_2,C001828,4.143,9.6,Low,
D004_2,C001830,8.714,25.1,Medium,
D004_2,C001833,3.707,10.7,Medium,
D004_2,C001836,7.639,17.6,Low,One-Way
D004_2,C001842,8.203,23.7,Medium,One-Way
D004_2,C001850,4.152,12.0,Medium,One-Way
D004_2,C001871,6.825,15.7,Low,
D004_2,C001895,8.291,19.1,Low,
D004_2,C001908,4.684,13.5,Medium,
D004_2,C001909,6.046,22.3,High,
D004_2,C001911,8.411,31.1,High,
D004_2,C001924,7.332,16.9,Low,
D004_2,C001927,7.18,20.7,Medium,
D004_2,C001932,9.389,21.7,Low,One-Way
D004_2,C001935,8.903,25.7,Medium,
D004_2,C001940,6.209,14.3,Low,
D004_2,C002019,2.918,6.7,Low,
D004_2,C002021,7.442,27.5,High,
D004_2,C002039,7.057,16.3,Low,
D004_2,C002053,6.005,17.3,Medium,
D004_2,C002079,5.716,16.5,Medium,
D004_2,C002091,4.657,10.7,Low,No Heavy Trucks
D004_2,C002120,6.347,18.3,Medium,
D004_2,C002127,3.511,10.1,Medium,
D004_2,C002146,5.397,12.5,Low,
D004_2,C002162,7.404,27.3,High,One-Way
D004_2,C002176,7.439,21.5,Medium,
D004_2,C002180,3.035,8.8,Medium,
D004_2,C002186,7.607,21.9,Medium,
D004_2,C002231,5.489,15.8,Medium,
D004_2,C002232,2.343,6.8,Medium,One-Way
D004_2,C002242,4.943,11.4,Low,
D004_2,C002249,3.541,10.2,Medium,
D004_2,C002253,9.311,21.5,Low,
D004_2,C002266,6.677,15.4,Low,
D004_2,C002269,5.473,12.6,Low,
D004_2,C002280,6.554,15.1,Low,One-Way
D004_2,C002313,6.005,13.9,Low,One-Way
D004_2,C002323,5.333,15.4,Medium,
D004_2,C002352,9.033,33.4,High,
D004_2,C002377,7.054,16.3,Low,One-Way
D004_2,C002402,6.448,18.6,Medium,
D004_2,C002421,4.684,10.8,Low,
D004_2,C002439,9.28,26.8,Medium,
D004_2,C002441,6.384,14.7,Low,
D004_2,C002472,8.241,23.8,Medium,No Heavy Trucks
D004_2,C002488,4.775,11.0,Low,
D004_2,C002496,4.508,10.4,Low,
D004_2,C002509,9.098,26.2,Medium,
D004_2,C002528,7.246,20.9,Medium,
D004_2,C002532,2.379,5.5,Low,No Heavy Trucks
D004_2,C002552,5.673,13.1,Low,
D004_2,C002619,9.659,27.9,Medium,
D004_2,C002643,3.936,11.4,Medium,
D004_2,C002660,9.57,22.1,Low,One-Way
D004_2,C002671,6.363,18.4,Medium,
D004_2,C002673,3.97,14.7,High,
D004_2,C002674,0.438,1.6,High,
D004_2,C002697,6.855,15.8,Low,
D004_2,C002711,4.148,9.6,Low,
D004_2,C002716,5.68,16.4,Medium,
D004_2,C002741,1.316,3.0,Low,One-Way
D004_2,C002746,6.845,15.8,Low,
D004_2,C002748,4.747,13.7,Medium,
D004_2,C002751,3.818,8.8,Low,
D004_2,C002758,2.338,6.7,Medium,One-Way
D004_2,C002761,9.023,26.0,Medium,
D004_2,C002771,10.632,24.5,Low,
D004_2,C002772,9.283,21.4,Low,One-Way
D004_2,C002785,1.718,4.0,Low,
D004_2,C002821,3.734,8.6,Low,
D004_2,C002838,5.737,13.2,Low,
D004_2,C002861,3.289,9.5,Medium,
D004_2,C002867,6.451,18.6,Medium,
D004_2,C002885,4.704,17.4,High,One-Way
D004_2,C002905,3.534,10.2,Medium,
D004_2,C002947,5.866,13.5,Low,
D004_2,C002962,3.915,11.3,Medium,
D004_2,C002968,8.144,30.1,High,
D004_2,C002969,9.107,33.6,High,
D004_2,C002972,4.275,12.3,Medium,
D004_2,C003001,4.203,9.7,Low,
D004_2,C003017,6.215,14.3,Low,
D004_2,C003024,7.914,22.8,Medium,
D004_2,C003028,4.409,10.2,Low,
D004_2,C003034,5.704,13.2,Low,
D004_2,C003035,4.69,10.8,Low,
D004_2,C003050,10.008,28.9,Medium,
D004_2,C003056,4.7,17.4,High,
D004_2,C003068,1.797,6.6,High,
D004_2,C003072,5.855,16.9,Medium,One-Way
D004_2,C003074,2.081,4.8,Low,One-Way
D004_2,C003087,3.731,8.6,Low,One-Way
D004_2,C003093,5.36,15.5,Medium,No Heavy Trucks
D004_2,C003096,6.158,17.8,Medium,
D004_2,C003099,7.132,20.6,Medium,
D004_2,C003159,1.632,4.7,Medium,
D004_2,C003166,2.999,6.9,Low,
D004_2,C003168,5.211,15.0,Medium,
D004_2,C003197,2.611,7.5,Medium,
D004_2,C003232,5.772,16.6,Medium,
D004_2,C003241,9.488,21.9,Low,
D004_2,C003249,3.143,7.3,Low,
D004_2,C003257,7.6,17.5,Low,
D004_2,C003258,4.913,18.1,High,
D004_2,C003292,4.31,9.9,Low,
D004_2,C003299,5.839,21.6,High,
D004_2,C003307,6.333,14.6,Low,
D004_2,C003317,1.081,2.5,Low,
D004_2,C003323,8.035,23.2,Medium,One-Way
D004_2,C003325,1.737,4.0,Low,
D004_2,C003339,6.418,23.7,High,
D004_2,C003396,10.633,30.7,Medium,One-Way
D004_2,C003398,3.984,9.2,Low,
D004_2,C003402,3.658,13.5,High,
D004_2,C003412,5.128,14.8,Medium,
D004_2,C003428,6.046,22.3,High,
D004_2,C003443,9.721,35.9,High,
D004_2,C003466,9.679,27.9,Medium,
D004_2,C003467,9.586,22.1,Low,
D004_2,C003470,3.46,10.0,Medium,
D004_2,C003525,6.359,18.3,Medium,
D004_2,C003555,3.001,6.9,Low,
D004_2,C003583,6.897,15.9,Low,No Heavy Trucks
D004_2,C003598,4.714,10.9,Low,
D004_2,C003605,8.93,25.8,Medium,
D004_2,C003610,8.011,18.5,Low,
D004_2,C003612,7.555,17.4,Low,
D004_2,C003639,6.702,19.3,Medium,No Heavy Trucks
D004_2,C003642,4.963,11.5,Low,
D004_2,C003649,2.575,5.9,Low,
D004_2,C003653,9.807,28.3,Medium,
D004_2,C003658,5.23,15.1,Medium,
D004_2,C003665,5.364,15.5,Medium,No Heavy Trucks
D004_2,C003669,4.209,9.7,Low,
D004_2,C003690,4.739,17.5,High,
D004_2,C003739,4.779,11.0,Low,
D004_2,C003770,4.456,10.3,Low,
D004_2,C003783,1.69,3.9,Low,One-Way
D004_2,C003822,6.454,18.6,Medium,
D004_2,C003828,8.329,24.0,Medium,
D004_2,C003839,5.917,17.1,Medium,
D004_2,C003851,3.938,11.4,Medium,
D004_2,C003861,6.418,18.5,Medium,
D004_2,C003873,2.262,5.2,Low,
D004_2,C003878,3.715,8.6,Low,
D004_2,C003882,2.815,8.1,Medium,No Heavy Trucks
D004_2,C003883,3.075,8.9,Medium,
D004_2,C003893,3.236,7.5,Low,
D004_2,C003908,6.391,18.4,Medium,
D004_2,C003930,6.054,14.0,Low,
D004_2,C003956,3.605,10.4,Medium,
D004_2,C003957,6.042,17.4,Medium,
D004_2,C003962,1.225,2.8,Low,
D004_2,C003965,6.134,17.7,Medium,No Heavy Trucks
D004_2,C003985,8.802,20.3,Low,
D004_2,C004002,3.115,9.0,Medium,No Heavy Trucks
D004_2,C004015,6.638,19.1,Medium,No Heavy Trucks
D004_2,C004024,6.167,17.8,Medium,One-Way
D004_2,C004043,4.44,10.2,Low,
D004_2,C004044,7.903,18.2,Low,
D004_2,C004047,5.23,12.1,Low,One-Way
D004_2,C004055,6.671,15.4,Low,
D004_2,C004061,6.437,23.8,High,
D004_2,C004063,4.986,14.4,Medium,
D004_2,C004085,2.908,8.4,Medium,
D004_2,C004109,2.739,7.9,Medium,
D004_2,C004121,10.296,29.7,Medium,
D004_2,C004123,7.671,17.7,Low,
D004_2,C004126,4.192,12.1,Medium,
D004_2,C004134,4.445,12.8,Medium,
D004_2,C004136,5.639,13.0,Low,No Heavy Trucks
D004_2,C004137,8.543,24.6,Medium,No Heavy Trucks
D004_2,C004146,2.744,6.3,Low,
D004_2,C004151,7.095,26.2,High,
D004_2,C004165,3.821,11.0,Medium,
D004_2,C004166,5.854,13.5,Low,
D004_2,C004183,3.776,8.7,Low,
D004_2,C004188,1.447,4.2,Medium,
D004_2,C004190,7.567,17.5,Low,
D004_2,C004231,6.56,18.9,Medium,One-Way
D004_2,C004233,3.116,9.0,Medium,
D004_2,C004235,4.185,12.1,Medium,No Heavy Trucks
D004_2,C004240,5.539,20.5,High,
D004_2,C004258,5.478,15.8,Medium,
D004_2,C004265,10.217,29.5,Medium,
D004_2,C004266,6.625,19.1,Medium,
D004_2,C004268,6.089,17.6,Medium,
D004_2,C004319,5.77,16.6,Medium,
D004_2,C004334,6.067,17.5,Medium,One-Way
D004_2,C004352,6.878,19.8,Medium,
D004_2,C004368,5.95,22.0,High,
D004_2,C004400,9.859,22.8,Low,
D004_2,C004405,5.953,17.2,Medium,
D004_2,C004406,8.023,18.5,Low,
D004_2,C004424,1.46,5.4,High,
D004_2,C004426,2.872,10.6,High,
D004_2,C004428,3.036,8.8,Medium,No Heavy Trucks
D004_2,C004454,4.536,10.5,Low,
D004_2,C004455,4.236,9.8,Low,
D004_2,C004469,6.738,19.4,Medium,
D004_2,C004476,1.244,2.9,Low,
D004_2,C004504,6.85,19.8,Medium,
D004_2,C004516,6.379,23.6,High,One-Way
D004_2,C004530,4.08,9.4,Low,
D004_2,C004531,7.7,17.8,Low,
D004_2,C004536,6.967,16.1,Low,
D004_2,C004541,6.24,18.0,Medium,
D004_2,C004551,5.349,15.4,Medium,
D004_2,C004554,1.397,4.0,Medium,
D004_2,C004572,5.485,15.8,Medium,One-Way
D004_2,C004591,4.013,9.3,Low,
D004_2,C004595,7.478,21.6,Medium,No Heavy Trucks
D004_2,C004610,8.41,24.3,Medium,No Heavy Trucks
D004_2,C004611,8.818,20.3,Low,
D004_2,C004616,2.891,10.7,High,
D004_2,C004633,5.4,15.6,Medium,No Heavy Trucks
D004_2,C004635,4.0,9.2,Low,One-Way
D004_2,C004656,7.391,17.1,Low,
D004_2,C004689,5.262,15.2,Medium,
D004_2,C004701,6.311,18.2,Medium,
D004_2,C004704,7.03,20.3,Medium,
D004_2,C004705,8.094,18.7,Low,
D004_2,C004712,8.105,18.7,Low,
D004_2,C004723,5.275,15.2,Medium,
D004_2,C004758,3.291,9.5,Medium,
D004_2,C004763,7.12,26.3,High,
D004_2,C004772,5.659,16.3,Medium,
D004_2,C004786,9.559,22.1,Low,
D004_2,C004792,7.311,16.9,Low,
D004_2,C004793,3.504,8.1,Low,
D004_2,C004808,7.91,22.8,Medium,
D004_2,C004826,5.635,16.3,Medium,One-Way
D004_2,C004840,7.923,18.3,Low,
D004_2,C004843,8.805,25.4,Medium,
D004_2,C004865,4.214,12.2,Medium,
D004_2,C004874,4.228,12.2,Medium,One-Way
D004_2,C004888,3.515,13.0,High,
D004_2,C004897,8.808,25.4,Medium,No Heavy Trucks
D004_2,C004960,6.8,25.1,High,
D004_2,C004986,3.348,9.7,Medium,
D004_2,C004987,5.648,13.0,Low,
D004_2,C004992,6.717,15.5,Low,
D004_2,C004999,3.67,10.6,Medium,
D004_2,C005021,3.103,9.0,Medium,
D004_2,C005022,8.457,24.4,Medium,
D004_2,C005025,6.596,19.0,Medium,
D004_2,C005041,4.828,17.8,High,
D004_2,C005063,5.778,16.7,Medium,
D004_2,C005099,3.442,12.7,High,
D004_2,C005108,7.003,20.2,Medium,
D004_2,C005109,5.343,15.4,Medium,
D004_2,C005119,9.914,22.9,Low,
D004_2,C005140,6.553,18.9,Medium,No Heavy Trucks
D004_2,C005158,7.8,18.0,Low,No Heavy Trucks
D004_2,C005229,2.711,6.3,Low,
D004_2,C005230,4.254,9.8,Low,
D004_2,C005239,8.078,23.3,Medium,
D004_2,C005241,5.911,17.1,Medium,
D004_2,C005244,6.2,14.3,Low,One-Way
D004_2,C005248,5.345,19.7,High,
D004_2,C005288,4.608,13.3,Medium,No Heavy Trucks
D004_2,C005297,5.791,16.7,Medium,
D004_2,C005307,7.878,18.2,Low,
D004_2,C005343,6.83,19.7,Medium,
D004_2,C005351,7.151,16.5,Low,
D004_2,C005362,9.583,27.6,Medium,
D004_2,C005366,1.675,4.8,Medium,No Heavy Trucks
D004_2,C005384,6.122,17.7,Medium,No Heavy Trucks
D004_2,C005386,6.449,14.9,Low,
D004_2,C005394,6.2,17.9,Medium,
D004_2,C005402,5.362,12.4,Low,
D004_2,C005456,3.387,12.5,High,
D004_2,C005491,2.517,7.3,Medium,
D004_2,C005508,2.125,6.1,Medium,
D004_2,C005517,4.766,13.7,Medium,
D004_2,C005540,7.969,18.4,Low,
D004_2,C005545,6.333,18.3,Medium,
D004_2,C005546,7.284,16.8,Low,
D004_2,C005547,3.623,8.4,Low,
D004_2,C005561,4.387,12.7,Medium,
D004_2,C005624,9.439,27.2,Medium,
D004_2,C005635,2.772,8.0,Medium,
D004_2,C005653,5.818,13.4,Low,
D004_2,C005671,5.489,12.7,Low,
D004_2,C005683,5.472,15.8,Medium,
D004_2,C005701,4.605,13.3,Medium,No Heavy Trucks
D004_2,C005707,1.505,5.6,High,One-Way
D004_2,C005717,9.038,26.1,Medium,
D004_2,C005723,2.711,7.8,Medium,
D004_2,C005731,8.521,31.5,High,
D004_2,C005733,6.762,19.5,Medium,
D004_2,C005734,8.512,31.4,High,
D004_2,C005740,5.274,15.2,Medium,One-Way
D004_2,C005759,3.01,8.7,Medium,
D004_2,C005785,8.849,25.5,Medium,
D004_2,C005788,8.933,25.8,Medium,
D004_2,C005790,3.969,9.2,Low,
D004_2,C005820,1.292,3.0,Low,
D004_2,C005829,0.603,2.2,High,
D004_2,C005863,5.733,13.2,Low,
D004_2,C005929,9.082,26.2,Medium,
D004_2,C005933,4.88,14.1,Medium,
D004_2,C005935,8.262,23.8,Medium,
D004_2,C005945,5.882,21.7,High,No Heavy Trucks
D004_2,C005957,9.801,28.3,Medium,No Heavy Trucks
D004_2,C005975,4.354,10.0,Low,
D004_2,C005976,8.23,19.0,Low,
D004_2,C005996,5.845,16.9,Medium,No Heavy Trucks
D004_2,C006048,3.293,12.2,High,
D004_2,C006071,4.935,14.2,Medium,
D004_2,C006083,6.043,17.4,Medium,
D004_2,C006092,1.274,3.7,Medium,
D004_2,C006102,4.436,12.8,Medium,
D004_2,C006107,6.854,19.8,Medium,
D004_2,C006126,9.535,22.0,Low,
D004_2,C006142,4.741,13.7,Medium,
D004_2,C006147,4.681,17.3,High,
D004_2,C006148,7.723,28.5,High,
D004_2,C006154,4.863,14.0,Medium,
D004_2,C006161,5.649,13.0,Low,
D004_2,C006184,3.74,10.8,Medium,
D004_2,C006188,7.604,17.5,Low,
D004_2,C006192,6.172,22.8,High,No Heavy Trucks
D004_2,C006198,4.196,15.5,High,
D004_2,C006202,2.02,5.8,Medium,
D004_2,C006203,2.977,6.9,Low,
D004_2,C006217,3.787,8.7,Low,
D004_2,C006218,4.518,13.0,Medium,
D004_2,C006251,6.583,15.2,Low,No Heavy Trucks
D004_2,C006255,4.279,12.3,Medium,
D004_2,C006307,5.674,20.9,High,
D004_2,C006308,8.159,23.5,Medium,One-Way
D004_2,C006325,5.487,15.8,Medium,
D004_2,C006326,3.282,9.5,Medium,
D004_2,C006348,3.388,9.8,Medium,
D004_2,C006354,3.1,8.9,Medium,
D004_2,C006365,6.206,14.3,Low,
D004_2,C006379,2.79,6.4,Low,
D004_2,C006388,9.358,21.6,Low,
D004_2,C006396,5.912,13.6,Low,
D004_2,C006412,8.908,25.7,Medium,
D004_2,C006432,8.74,25.2,Medium,
D004_2,C006453,4.836,14.0,Medium,
D004_2,C006460,7.621,28.1,High,
D004_2,C006463,4.842,14.0,Medium,No Heavy Trucks
D004_2,C006485,2.576,5.9,Low,
D004_2,C006528,4.205,9.7,Low,
D004_2,C006537,7.102,16.4,Low,
D004_2,C006539,4.841,14.0,Medium,
D004_2,C006548,8.413,19.4,Low,
D004_2,C006564,6.643,19.2,Medium,No Heavy Trucks
D004_2,C006576,7.934,22.9,Medium,
D004_2,C006588,5.203,12.0,Low,
D004_2,C006589,8.875,25.6,Medium,
D004_2,C006597,7.257,20.9,Medium,
D004_2,C006607,3.928,11.3,Medium,
D004_2,C006608,5.257,12.1,Low,
D004_2,C006635,2.333,5.4,Low,
D004_2,C006640,2.838,8.2,Medium,
D004_2,C006682,10.56,39.0,High,
D004_2,C006688,3.54,10.2,Medium,
D004_2,C006726,4.968,11.5,Low,
D004_2,C006727,6.476,14.9,Low,
D004_2,C006732,9.998,28.8,Medium,One-Way
D004_2,C006735,5.576,12.9,Low,
D004_2,C006745,2.273,8.4,High,
D004_2,C006751,5.845,13.5,Low,No Heavy Trucks
D004_2,C006752,2.871,6.6,Low,
D004_2,C006755,2.738,7.9,Medium,
D004_2,C006758,6.496,15.0,Low,
D004_2,C006774,7.277,16.8,Low,One-Way
D004_2,C006783,4.65,10.7,Low,
D004_2,C006793,5.8,13.4,Low,
D004_2,C006802,1.233,3.6,Medium,
D004_2,C006805,7.476,27.6,High,
D004_2,C006808,6.594,15.2,Low,
D004_2,C006819,3.361,9.7,Medium,
D004_2,C006880,5.391,19.9,High,
D004_2,C006884,3.896,11.2,Medium,
D004_2,C006896,8.438,24.3,Medium,
D004_2,C006898,4.83,13.9,Medium,
D004_2,C006903,9.798,28.3,Medium,
D004_2,C006912,1.559,4.5,Medium,
D004_2,C006942,4.73,10.9,Low,
D004_2,C006944,5.361,15.5,Medium,
D004_2,C006945,4.528,13.1,Medium,
D004_2,C006951,7.249,16.7,Low,
D004_2,C006954,3.247,7.5,Low,
D004_2,C006962,2.74,7.9,Medium,
D004_2,C006971,3.295,7.6,Low,
D004_2,C006980,6.726,24.8,High,
D004_2,C006986,6.89,15.9,Low,No Heavy Trucks
D004_2,C006997,1.404,5.2,High,
D004_2,C007009,6.895,15.9,Low,
D004_2,C007034,3.342,7.7,Low,
D004_2,C007052,5.447,12.6,Low,
D004_2,C007058,3.002,6.9,Low,
D004_2,C007060,6.163,14.2,Low,
D004_2,C007087,2.528,7.3,Medium,
D004_2,C007130,5.494,15.8,Medium,One-Way
D004_2,C007151,1.351,3.9,Medium,
D004_2,C007158,0.52,1.2,Low,
D004_2,C007179,2.388,5.5,Low,
D004_2,C007182,3.384,9.8,Medium,
D004_2,C007225,8.513,19.6,Low,One-Way
D004_2,C007243,6.362,18.4,Medium,
D004_2,C007250,4.182,12.1,Medium,
D004_2,C007279,6.65,15.3,Low,
D004_2,C007343,4.737,13.7,Medium,
D004_2,C007347,4.164,12.0,Medium,
D004_2,C007349,4.508,13.0,Medium,
D004_2,C007361,2.296,6.6,Medium,
D004_2,C007364,5.569,16.1,Medium,
D004_2,C007376,5.104,18.8,High,
D004_2,C007384,6.41,14.8,Low,
D004_2,C007401,3.274,7.6,Low,
D004_2,C007447,3.0,8.7,Medium,
D004_2,C007451,4.25,15.7,High,
D004_2,C007475,8.362,24.1,Medium,One-Way
D004_2,C007476,3.656,10.5,Medium,
D004_2,C007480,8.687,25.1,Medium,
D004_2,C007483,8.894,32.8,High,
D004_2,C007491,5.646,16.3,Medium,One-Way
D004_2,C007522,7.042,26.0,High,No Heavy Trucks
D004_2,C007531,4.415,16.3,High,One-Way
D004_2,C007534,9.901,28.6,Medium,
D004_2,C007547,9.52,22.0,Low,
D004_2,C007548,4.882,14.1,Medium,
D004_2,C007562,5.189,12.0,Low,
D004_2,C007591,6.056,17.5,Medium,One-Way
D004_2,C007631,4.492,13.0,Medium,
D004_2,C007638,3.534,10.2,Medium,One-Way
D004_2,C007641,3.743,10.8,Medium,
D004_2,C007658,6.506,18.8,Medium,
D004_2,C007671,6.046,17.4,Medium,
D004_2,C007673,6.098,17.6,Medium,
D004_2,C007681,5.445,15.7,Medium,
D004_2,C007689,7.559,17.4,Low,
D004_2,C007691,5.517,15.9,Medium,
D004_2,C007713,5.451,15.7,Medium,
D004_2,C007714,6.402,14.8,Low,No Heavy Trucks
D004_2,C007737,7.145,20.6,Medium,No Heavy Trucks
D004_2,C007748,8.485,31.3,High,
D004_2,C007754,7.546,17.4,Low,
D004_2,C007767,4.274,12.3,Medium,
D004_2,C007783,4.838,11.2,Low,
D004_2,C007808,1.032,3.0,Medium,
D004_2,C007810,5.013,14.5,Medium,
D004_2,C007818,4.061,11.7,Medium,
D004_2,C007828,4.008,11.6,Medium,
D004_2,C007840,2.547,7.3,Medium,
D004_2,C007852,1.386,5.1,High,
D004_2,C007864,9.681,27.9,Medium,One-Way
D004_2,C007865,5.946,22.0,High,One-Way
D004_2,C007868,5.728,13.2,Low,
D004_2,C007870,3.953,9.1,Low,
D004_2,C007872,2.797,8.1,Medium,One-Way
D004_2,C007875,1.394,5.1,High,No Heavy Trucks
D004_2,C007876,2.817,8.1,Medium,
D004_2,C007887,6.286,18.1,Medium,
