Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D003_5,C000400,8.81,23.6,Medium,
D003_5,C000405,7.786,20.9,Medium,
D003_5,C000420,8.689,23.3,Medium,
D003_5,C000424,6.727,14.4,Low,
D003_5,C000443,4.26,11.4,Medium,
D003_5,C000446,7.386,19.8,Medium,
D003_5,C000447,3.669,9.8,Medium,
D003_5,C000452,7.133,19.1,Medium,One-Way
D003_5,C000464,5.115,13.7,Medium,
D003_5,C000489,10.555,22.6,Low,
D003_5,C000493,12.067,25.9,Low,
D003_5,C000497,7.481,25.7,High,
D003_5,C000498,6.259,21.5,High,One-Way
D003_5,C000503,9.446,20.2,Low,
D003_5,C000505,9.99,26.8,Medium,
D003_5,C000509,9.322,32.0,High,One-Way
D003_5,C000511,4.785,12.8,Medium,
D003_5,C000512,4.235,11.3,Medium,One-Way
D003_5,C000550,3.357,9.0,Medium,One-Way
D003_5,C000556,7.268,15.6,Low,One-Way
D003_5,C000565,15.511,41.5,Medium,
D003_5,C000576,4.677,16.0,High,No Heavy Trucks
D003_5,C000578,0.726,1.9,Medium,
D003_5,C000579,9.214,24.7,Medium,
D003_5,C000582,12.631,27.1,Low,
D003_5,C000604,8.05,21.6,Medium,No Heavy Trucks
D003_5,C000619,10.853,23.3,Low,One-Way
D003_5,C000625,8.578,23.0,Medium,
D003_5,C000647,5.278,11.3,Low,
D003_5,C000648,10.244,27.4,Medium,
D003_5,C000655,7.014,15.0,Low,No Heavy Trucks
D003_5,C000660,11.122,29.8,Medium,
D003_5,C000677,10.757,28.8,Medium,
D003_5,C000681,10.093,21.6,Low,No Heavy Trucks
D003_5,C000687,8.96,19.2,Low,
D003_5,C000696,9.961,26.7,Medium,
D003_5,C000700,5.718,15.3,Medium,
D003_5,C000705,6.317,16.9,Medium,
D003_5,C000715,8.531,22.8,Medium,
D003_5,C000722,10.986,29.4,Medium,One-Way
D003_5,C000723,9.615,25.8,Medium,
D003_5,C000736,10.19,27.3,Medium,
D003_5,C000747,4.012,10.7,Medium,
D003_5,C000749,4.606,12.3,Medium,
D003_5,C000760,10.355,27.7,Medium,
D003_5,C000768,7.113,19.1,Medium,
D003_5,C000774,7.852,21.0,Medium,
D003_5,C000775,4.212,14.4,High,
D003_5,C000780,13.182,28.2,Low,
D003_5,C000781,10.942,23.4,Low,
D003_5,C000788,8.262,17.7,Low,
D003_5,C000804,5.225,14.0,Medium,
D003_5,C000819,5.263,11.3,Low,One-Way
D003_5,C000823,5.487,14.7,Medium,No Heavy Trucks
D003_5,C000830,7.303,19.6,Medium,No Heavy Trucks
D003_5,C000852,5.311,18.2,High,One-Way
D003_5,C000860,2.83,9.7,High,One-Way
D003_5,C000864,4.142,14.2,High,One-Way
D003_5,C000869,9.588,32.9,High,
D003_5,C000887,8.622,23.1,Medium,
D003_5,C000898,2.051,7.0,High,
D003_5,C000901,7.69,16.5,Low,
D003_5,C000910,11.031,23.6,Low,
D003_5,C000915,5.444,11.7,Low,
D003_5,C000917,3.758,8.1,Low,
D003_5,C000937,9.061,24.3,Medium,
D003_5,C000946,6.327,16.9,Medium,No Heavy Trucks
D003_5,C000953,9.986,26.7,Medium,
D003_5,C000980,4.515,12.1,Medium,
D003_5,C001014,6.373,21.9,High,
D003_5,C001022,9.689,26.0,Medium,
D003_5,C001026,8.734,18.7,Low,One-Way
D003_5,C001047,4.073,10.9,Medium,No Heavy Trucks
D003_5,C001048,9.743,20.9,Low,
D003_5,C001053,6.428,13.8,Low,
D003_5,C001062,12.208,26.2,Low,
D003_5,C001080,9.791,21.0,Low,
D003_5,C001116,12.471,33.4,Medium,
D003_5,C001140,11.761,31.5,Medium,
D003_5,C001142,7.798,26.7,High,
D003_5,C001146,6.19,21.2,High,
D003_5,C001150,8.945,19.2,Low,
D003_5,C001154,11.178,24.0,Low,
D003_5,C001158,7.241,24.8,High,
D003_5,C001160,1.81,4.8,Medium,
D003_5,C001162,7.545,20.2,Medium,
D003_5,C001189,9.934,26.6,Medium,
D003_5,C001198,12.37,33.1,Medium,
D003_5,C001201,11.277,24.2,Low,
D003_5,C001209,4.654,10.0,Low,
D003_5,C001219,2.65,7.1,Medium,
D003_5,C001221,10.886,23.3,Low,
D003_5,C001229,9.668,25.9,Medium,
D003_5,C001230,7.649,16.4,Low,No Heavy Trucks
D003_5,C001235,7.984,17.1,Low,
D003_5,C001241,9.156,19.6,Low,
D003_5,C001247,4.915,13.2,Medium,
D003_5,C001278,1.639,4.4,Medium,One-Way
D003_5,C001279,12.681,27.2,Low,
D003_5,C001287,6.615,17.7,Medium,
D003_5,C001291,7.59,20.3,Medium,
D003_5,C001292,2.109,4.5,Low,
D003_5,C001297,13.801,37.0,Medium,
D003_5,C001315,7.716,16.5,Low,
D003_5,C001316,12.075,25.9,Low,
D003_5,C001332,3.312,8.9,Medium,
D003_5,C001333,12.703,34.0,Medium,
D003_5,C001335,1.73,4.6,Medium,
D003_5,C001340,8.695,23.3,Medium,
D003_5,C001346,8.958,24.0,Medium,No Heavy Trucks
D003_5,C001347,6.389,13.7,Low,No Heavy Trucks
D003_5,C001356,3.01,6.5,Low,No Heavy Trucks
D003_5,C001366,4.815,12.9,Medium,
D003_5,C001373,7.049,18.9,Medium,
D003_5,C001379,4.5,9.6,Low,
D003_5,C001393,5.035,13.5,Medium,
D003_5,C001395,5.937,12.7,Low,
D003_5,C001399,9.256,31.7,High,
D003_5,C001400,10.653,28.5,Medium,
D003_5,C001401,8.144,21.8,Medium,
D003_5,C001406,9.209,24.7,Medium,
D003_5,C001408,11.495,39.4,High,
D003_5,C001411,5.773,15.5,Medium,
D003_5,C001413,11.013,29.5,Medium,
D003_5,C001414,10.643,22.8,Low,
D003_5,C001424,4.277,9.2,Low,
D003_5,C001427,4.061,8.7,Low,
D003_5,C001428,1.189,3.2,Medium,
D003_5,C001432,11.522,30.9,Medium,
D003_5,C001436,7.741,16.6,Low,
D003_5,C001438,5.526,11.8,Low,
D003_5,C001440,12.028,25.8,Low,
D003_5,C001450,6.032,16.2,Medium,
D003_5,C001456,4.302,11.5,Medium,
D003_5,C001472,11.205,24.0,Low,
D003_5,C001503,9.602,20.6,Low,
D003_5,C001509,5.843,12.5,Low,No Heavy Trucks
D003_5,C001517,10.476,28.1,Medium,
D003_5,C001518,2.49,8.5,High,
D003_5,C001519,11.237,24.1,Low,
D003_5,C001526,6.985,15.0,Low,
D003_5,C001529,5.124,11.0,Low,
D003_5,C001532,10.945,29.3,Medium,
D003_5,C001541,6.765,18.1,Medium,
D003_5,C001544,1.436,3.1,Low,
D003_5,C001574,7.424,15.9,Low,
D003_5,C001578,10.685,28.6,Medium,
D003_5,C001594,10.043,34.4,High,No Heavy Trucks
D003_5,C001605,2.88,6.2,Low,
D003_5,C001609,11.634,39.9,High,
D003_5,C001624,4.735,10.1,Low,
D003_5,C001631,9.213,31.6,High,
D003_5,C001640,10.724,28.7,Medium,
D003_5,C001643,9.91,21.2,Low,
D003_5,C001646,2.728,9.4,High,
D003_5,C001648,6.614,17.7,Medium,One-Way
D003_5,C001656,4.53,12.1,Medium,
D003_5,C001661,2.874,7.7,Medium,No Heavy Trucks
D003_5,C001663,5.801,15.5,Medium,
D003_5,C001667,12.201,32.7,Medium,
D003_5,C001688,7.967,27.3,High,
D003_5,C001690,10.321,27.6,Medium,
D003_5,C001698,9.599,25.7,Medium,
D003_5,C001721,2.754,7.4,Medium,
D003_5,C001728,7.566,16.2,Low,
D003_5,C001730,9.948,21.3,Low,
D003_5,C001731,11.437,30.6,Medium,
D003_5,C001733,6.362,17.0,Medium,One-Way
D003_5,C001734,7.783,20.8,Medium,
D003_5,C001738,13.257,35.5,Medium,
D003_5,C001743,5.74,15.4,Medium,
D003_5,C001744,7.527,25.8,High,
D003_5,C001746,10.473,28.1,Medium,
D003_5,C001747,10.795,23.1,Low,One-Way
D003_5,C001752,4.784,12.8,Medium,
D003_5,C001754,7.929,21.2,Medium,
D003_5,C001756,5.279,11.3,Low,One-Way
D003_5,C001760,4.446,11.9,Medium,
D003_5,C001777,6.818,14.6,Low,
D003_5,C001794,7.593,20.3,Medium,No Heavy Trucks
D003_5,C001802,4.056,10.9,Medium,
D003_5,C001827,3.116,10.7,High,
D003_5,C001838,4.073,10.9,Medium,
D003_5,C001840,7.298,15.6,Low,
D003_5,C001844,10.274,22.0,Low,
D003_5,C001858,9.675,25.9,Medium,
D003_5,C001860,5.569,11.9,Low,
D003_5,C001864,7.106,19.0,Medium,
D003_5,C001866,6.893,23.6,High,
D003_5,C001876,6.397,21.9,High,
D003_5,C001877,11.026,29.5,Medium,One-Way
D003_5,C001883,8.468,18.1,Low,One-Way
D003_5,C001892,3.935,10.5,Medium,
D003_5,C001894,6.088,13.0,Low,
D003_5,C001913,7.918,17.0,Low,
D003_5,C001926,0.228,0.8,High,
D003_5,C001936,8.902,30.5,High,
D003_5,C001937,4.731,10.1,Low,
D003_5,C001969,3.51,7.5,Low,One-Way
D003_5,C001970,6.024,16.1,Medium,One-Way
D003_5,C001975,5.506,14.7,Medium,No Heavy Trucks
D003_5,C001985,10.692,28.6,Medium,
D003_5,C001993,10.036,34.4,High,
D003_5,C002004,5.721,12.3,Low,
D003_5,C002020,4.25,9.1,Low,
D003_5,C002025,7.336,15.7,Low,
D003_5,C002036,3.601,9.6,Medium,No Heavy Trucks
D003_5,C002042,5.452,18.7,High,
D003_5,C002051,7.465,20.0,Medium,
D003_5,C002066,11.974,25.7,Low,
D003_5,C002071,8.475,18.2,Low,
D003_5,C002073,5.679,19.5,High,
D003_5,C002077,2.987,6.4,Low,
D003_5,C002084,7.045,24.2,High,
D003_5,C002092,13.499,46.3,High,One-Way
D003_5,C002097,9.182,24.6,Medium,
D003_5,C002100,10.5,28.1,Medium,
D003_5,C002105,11.379,30.5,Medium,
D003_5,C002113,4.704,12.6,Medium,
D003_5,C002116,10.082,27.0,Medium,
D003_5,C002132,6.106,16.4,Medium,No Heavy Trucks
D003_5,C002135,8.33,28.6,High,
D003_5,C002140,10.232,21.9,Low,
D003_5,C002144,4.923,10.5,Low,
D003_5,C002149,3.649,12.5,High,
D003_5,C002173,8.527,22.8,Medium,
D003_5,C002175,6.117,16.4,Medium,One-Way
D003_5,C002190,5.677,15.2,Medium,
D003_5,C002193,10.877,23.3,Low,
D003_5,C002202,2.838,7.6,Medium,
D003_5,C002213,6.478,13.9,Low,
D003_5,C002214,4.383,9.4,Low,
D003_5,C002215,7.811,20.9,Medium,
D003_5,C002219,8.261,17.7,Low,No Heavy Trucks
D003_5,C002237,6.582,17.6,Medium,
D003_5,C002248,1.492,5.1,High,One-Way
D003_5,C002285,3.775,8.1,Low,
D003_5,C002286,4.853,10.4,Low,
D003_5,C002288,7.895,21.1,Medium,
D003_5,C002290,5.624,12.1,Low,No Heavy Trucks
D003_5,C002296,6.038,16.2,Medium,
D003_5,C002297,7.149,19.1,Medium,
D003_5,C002303,3.619,9.7,Medium,
D003_5,C002312,4.999,10.7,Low,
D003_5,C002319,5.845,12.5,Low,
D003_5,C002330,6.313,16.9,Medium,
D003_5,C002337,6.787,14.5,Low,One-Way
D003_5,C002345,5.574,14.9,Medium,
D003_5,C002349,9.893,26.5,Medium,No Heavy Trucks
D003_5,C002354,10.385,27.8,Medium,
D003_5,C002364,1.843,3.9,Low,One-Way
D003_5,C002384,3.589,7.7,Low,No Heavy Trucks
D003_5,C002407,4.879,16.7,High,
D003_5,C002409,3.453,7.4,Low,One-Way
D003_5,C002411,3.634,12.5,High,
D003_5,C002430,5.949,15.9,Medium,
D003_5,C002435,9.61,32.9,High,
D003_5,C002437,6.467,13.9,Low,
D003_5,C002455,4.302,11.5,Medium,
D003_5,C002459,1.409,3.8,Medium,
D003_5,C002475,6.582,17.6,Medium,
D003_5,C002478,6.459,17.3,Medium,No Heavy Trucks
D003_5,C002484,7.826,16.8,Low,
D003_5,C002486,11.586,31.0,Medium,
D003_5,C002497,6.213,21.3,High,
D003_5,C002500,10.084,21.6,Low,
D003_5,C002505,4.097,11.0,Medium,
D003_5,C002508,12.857,44.1,High,
D003_5,C002512,9.035,19.4,Low,
D003_5,C002521,2.071,5.5,Medium,
D003_5,C002530,5.576,19.1,High,
D003_5,C002541,8.927,23.9,Medium,
D003_5,C002546,8.508,22.8,Medium,
D003_5,C002550,4.937,13.2,Medium,
D003_5,C002555,10.225,35.1,High,
D003_5,C002579,4.41,11.8,Medium,
D003_5,C002583,9.164,24.5,Medium,
D003_5,C002587,1.184,2.5,Low,
D003_5,C002593,10.53,28.2,Medium,
D003_5,C002599,9.686,25.9,Medium,
D003_5,C002612,1.536,3.3,Low,
D003_5,C002617,9.286,19.9,Low,
D003_5,C002627,13.625,36.5,Medium,
D003_5,C002629,11.796,31.6,Medium,
D003_5,C002635,12.157,26.0,Low,
D003_5,C002651,4.958,13.3,Medium,
D003_5,C002664,6.77,14.5,Low,
D003_5,C002667,6.729,23.1,High,
D003_5,C002670,9.608,25.7,Medium,
D003_5,C002693,6.636,17.8,Medium,
D003_5,C002694,3.228,8.6,Medium,
D003_5,C002727,11.337,24.3,Low,
D003_5,C002737,7.606,20.4,Medium,
D003_5,C002749,6.319,13.5,Low,
D003_5,C002759,6.15,16.5,Medium,No Heavy Trucks
D003_5,C002767,6.664,17.9,Medium,
D003_5,C002768,6.82,18.3,Medium,
D003_5,C002774,11.07,23.7,Low,
D003_5,C002782,5.902,15.8,Medium,
D003_5,C002790,5.586,19.2,High,
D003_5,C002802,8.0,27.4,High,
D003_5,C002814,2.307,6.2,Medium,
D003_5,C002823,4.067,10.9,Medium,
D003_5,C002837,8.782,23.5,Medium,
D003_5,C002840,12.585,27.0,Low,No Heavy Trucks
D003_5,C002855,12.607,27.0,Low,
D003_5,C002859,6.267,16.8,Medium,
D003_5,C002876,9.12,31.3,High,One-Way
D003_5,C002881,2.668,7.1,Medium,
D003_5,C002883,7.113,19.1,Medium,No Heavy Trucks
D003_5,C002886,9.917,34.0,High,
D003_5,C002896,8.269,17.7,Low,
D003_5,C002916,6.258,13.4,Low,
D003_5,C002922,9.451,20.3,Low,One-Way
D003_5,C002924,7.288,19.5,Medium,One-Way
D003_5,C002930,3.14,6.7,Low,
D003_5,C002933,11.943,25.6,Low,One-Way
D003_5,C002935,3.406,9.1,Medium,
D003_5,C002944,6.274,16.8,Medium,
D003_5,C002946,5.972,16.0,Medium,
D003_5,C002952,6.078,13.0,Low,
D003_5,C002956,9.571,25.6,Medium,
D003_5,C002958,4.357,11.7,Medium,
D003_5,C002966,4.187,11.2,Medium,
D003_5,C002981,8.325,28.5,High,
D003_5,C003004,2.015,4.3,Low,
D003_5,C003006,7.835,21.0,Medium,No Heavy Trucks
D003_5,C003007,8.173,28.0,High,
D003_5,C003010,6.368,13.6,Low,
D003_5,C003023,8.729,23.4,Medium,
D003_5,C003026,8.336,22.3,Medium,
D003_5,C003030,6.614,22.7,High,
D003_5,C003042,11.031,23.6,Low,
D003_5,C003057,8.762,18.8,Low,No Heavy Trucks
D003_5,C003063,8.622,23.1,Medium,
D003_5,C003067,7.08,19.0,Medium,
D003_5,C003077,1.425,3.1,Low,
D003_5,C003081,4.145,14.2,High,
D003_5,C003098,6.038,20.7,High,
D003_5,C003111,7.119,15.3,Low,
D003_5,C003112,8.802,18.9,Low,
D003_5,C003114,11.682,31.3,Medium,One-Way
D003_5,C003123,5.705,12.2,Low,
D003_5,C003133,9.753,26.1,Medium,
D003_5,C003140,12.462,33.4,Medium,
D003_5,C003144,15.148,32.5,Low,One-Way
D003_5,C003146,4.362,15.0,High,
D003_5,C003150,8.906,30.5,High,
D003_5,C003152,6.525,17.5,Medium,
D003_5,C003158,10.344,22.2,Low,
D003_5,C003171,6.502,13.9,Low,
D003_5,C003179,11.843,25.4,Low,One-Way
D003_5,C003198,7.011,18.8,Medium,
D003_5,C003200,2.225,7.6,High,
D003_5,C003229,5.521,18.9,High,
D003_5,C003238,6.057,13.0,Low,
D003_5,C003260,9.846,26.4,Medium,
D003_5,C003265,9.413,32.3,High,
D003_5,C003281,4.007,10.7,Medium,
D003_5,C003283,11.485,39.4,High,
D003_5,C003290,6.677,22.9,High,
D003_5,C003302,5.229,17.9,High,
D003_5,C003308,2.09,4.5,Low,One-Way
D003_5,C003312,13.007,27.9,Low,
D003_5,C003313,11.781,31.6,Medium,
D003_5,C003315,7.539,25.8,High,
D003_5,C003318,5.792,19.9,High,
D003_5,C003321,8.246,17.7,Low,
D003_5,C003322,6.399,17.1,Medium,
D003_5,C003324,5.969,12.8,Low,
D003_5,C003331,5.845,12.5,Low,
D003_5,C003333,7.812,16.7,Low,No Heavy Trucks
D003_5,C003341,3.994,8.6,Low,One-Way
D003_5,C003343,8.847,23.7,Medium,
D003_5,C003347,5.716,19.6,High,
D003_5,C003351,2.863,7.7,Medium,One-Way
D003_5,C003359,12.888,44.2,High,
D003_5,C003360,5.931,15.9,Medium,
D003_5,C003365,4.658,16.0,High,
D003_5,C003366,2.706,7.2,Medium,
D003_5,C003368,11.509,24.7,Low,One-Way
D003_5,C003378,8.298,22.2,Medium,
D003_5,C003380,11.65,31.2,Medium,
D003_5,C003384,8.142,21.8,Medium,
D003_5,C003386,7.373,15.8,Low,
D003_5,C003390,8.376,22.4,Medium,No Heavy Trucks
D003_5,C003392,10.642,22.8,Low,
D003_5,C003403,7.012,18.8,Medium,
D003_5,C003409,10.835,29.0,Medium,One-Way
D003_5,C003421,5.308,11.4,Low,
D003_5,C003457,5.357,18.4,High,
D003_5,C003460,5.325,18.3,High,
D003_5,C003461,5.725,15.3,Medium,
D003_5,C003474,4.16,8.9,Low,
D003_5,C003479,4.669,16.0,High,No Heavy Trucks
D003_5,C003500,9.17,24.6,Medium,One-Way
D003_5,C003501,6.969,18.7,Medium,
D003_5,C003505,7.944,21.3,Medium,
D003_5,C003513,11.205,24.0,Low,
D003_5,C003514,4.141,11.1,Medium,
D003_5,C003528,4.328,9.3,Low,
D003_5,C003543,2.722,5.8,Low,One-Way
D003_5,C003595,4.586,15.7,High,No Heavy Trucks
D003_5,C003611,6.518,14.0,Low,No Heavy Trucks
D003_5,C003624,7.684,16.5,Low,
D003_5,C003640,6.953,18.6,Medium,
D003_5,C003650,10.198,27.3,Medium,
D003_5,C003670,6.889,23.6,High,No Heavy Trucks
D003_5,C003679,2.856,6.1,Low,No Heavy Trucks
D003_5,C003688,10.808,37.1,High,
D003_5,C003694,4.012,10.7,Medium,
D003_5,C003706,3.639,12.5,High,
D003_5,C003708,6.991,15.0,Low,
D003_5,C003709,13.767,29.5,Low,
D003_5,C003710,11.683,31.3,Medium,
D003_5,C003712,3.886,8.3,Low,One-Way
D003_5,C003715,9.766,26.2,Medium,
D003_5,C003716,4.648,10.0,Low,
D003_5,C003723,10.332,35.4,High,
D003_5,C003724,9.474,20.3,Low,No Heavy Trucks
D003_5,C003735,11.065,23.7,Low,
D003_5,C003746,10.323,27.7,Medium,
D003_5,C003747,4.605,9.9,Low,
D003_5,C003755,5.8,15.5,Medium,
D003_5,C003759,6.784,14.5,Low,
D003_5,C003760,0.177,0.5,Medium,
D003_5,C003772,9.32,20.0,Low,One-Way
D003_5,C003785,10.324,22.1,Low,
D003_5,C003802,4.726,12.7,Medium,
D003_5,C003805,8.418,18.0,Low,
D003_5,C003811,7.193,15.4,Low,
D003_5,C003820,3.879,8.3,Low,
D003_5,C003821,0.882,1.9,Low,
D003_5,C003835,11.546,24.7,Low,
D003_5,C003844,6.208,21.3,High,
D003_5,C003848,3.725,8.0,Low,
D003_5,C003849,2.735,5.9,Low,No Heavy Trucks
D003_5,C003854,4.391,11.8,Medium,
D003_5,C003858,10.706,36.7,High,One-Way
D003_5,C003862,5.013,13.4,Medium,
D003_5,C003867,3.334,8.9,Medium,
D003_5,C003879,11.346,24.3,Low,
D003_5,C003880,10.816,29.0,Medium,
D003_5,C003888,2.78,6.0,Low,
D003_5,C003909,10.217,27.4,Medium,
D003_5,C003944,3.986,10.7,Medium,
D003_5,C003983,10.304,27.6,Medium,
D003_5,C004005,9.78,21.0,Low,No Heavy Trucks
D003_5,C004023,3.994,8.6,Low,
D003_5,C004030,3.931,10.5,Medium,
D003_5,C004037,6.116,16.4,Medium,
D003_5,C004052,3.609,9.7,Medium,No Heavy Trucks
D003_5,C004059,13.599,36.4,Medium,
D003_5,C004062,4.852,10.4,Low,No Heavy Trucks
D003_5,C004066,9.447,25.3,Medium,
D003_5,C004068,8.685,18.6,Low,
D003_5,C004070,1.578,4.2,Medium,
D003_5,C004079,11.869,31.8,Medium,
D003_5,C004082,10.58,28.3,Medium,One-Way
D003_5,C004111,11.103,23.8,Low,
D003_5,C004114,0.72,1.9,Medium,
D003_5,C004116,10.22,35.0,High,
D003_5,C004140,10.791,23.1,Low,
D003_5,C004145,12.354,26.5,Low,
D003_5,C004150,6.03,16.2,Medium,
D003_5,C004167,8.963,19.2,Low,
D003_5,C004172,3.074,6.6,Low,
D003_5,C004203,3.983,10.7,Medium,
D003_5,C004226,6.143,16.5,Medium,
D003_5,C004241,8.52,22.8,Medium,
D003_5,C004246,3.571,7.7,Low,
D003_5,C004271,8.693,29.8,High,No Heavy Trucks
D003_5,C004282,11.05,37.9,High,
D003_5,C004287,8.159,28.0,High,
D003_5,C004311,3.278,8.8,Medium,
D003_5,C004312,7.696,20.6,Medium,
D003_5,C004313,9.129,24.5,Medium,
D003_5,C004315,9.834,21.1,Low,No Heavy Trucks
D003_5,C004325,8.79,18.8,Low,
D003_5,C004329,6.951,18.6,Medium,One-Way
D003_5,C004336,10.333,22.1,Low,
D003_5,C004345,10.446,35.8,High,
D003_5,C004363,6.626,17.7,Medium,
D003_5,C004403,3.715,8.0,Low,
D003_5,C004409,11.139,29.8,Medium,
D003_5,C004415,14.774,31.7,Low,
D003_5,C004443,5.538,14.8,Medium,
D003_5,C004465,2.109,5.6,Medium,No Heavy Trucks
D003_5,C004466,11.197,24.0,Low,
D003_5,C004488,0.598,2.0,High,
D003_5,C004490,6.115,16.4,Medium,
D003_5,C004491,11.285,30.2,Medium,
D003_5,C004497,1.356,2.9,Low,
D003_5,C004528,9.188,19.7,Low,
D003_5,C004529,8.832,30.3,High,One-Way
D003_5,C004533,2.886,7.7,Medium,
D003_5,C004535,4.544,12.2,Medium,
D003_5,C004538,8.556,22.9,Medium,No Heavy Trucks
D003_5,C004553,3.276,11.2,High,
D003_5,C004577,3.47,7.4,Low,
D003_5,C004579,8.697,23.3,Medium,
D003_5,C004580,10.597,22.7,Low,No Heavy Trucks
D003_5,C004597,10.606,28.4,Medium,
D003_5,C004607,0.692,1.5,Low,
D003_5,C004620,9.426,32.3,High,
D003_5,C004625,3.221,6.9,Low,
D003_5,C004634,3.986,8.5,Low,One-Way
D003_5,C004636,2.225,6.0,Medium,
D003_5,C004645,8.34,22.3,Medium,No Heavy Trucks
D003_5,C004646,5.11,17.5,High,
D003_5,C004650,11.045,37.9,High,
D003_5,C004667,4.994,13.4,Medium,
D003_5,C004671,12.235,32.8,Medium,
D003_5,C004673,6.975,23.9,High,
D003_5,C004677,6.978,18.7,Medium,
D003_5,C004683,9.99,34.3,High,
D003_5,C004696,11.328,38.8,High,
D003_5,C004702,11.284,30.2,Medium,
D003_5,C004706,5.954,12.8,Low,
D003_5,C004717,2.743,9.4,High,No Heavy Trucks
D003_5,C004729,7.339,19.7,Medium,
D003_5,C004735,4.435,9.5,Low,
D003_5,C004739,5.781,12.4,Low,
D003_5,C004743,4.35,9.3,Low,
D003_5,C004765,1.363,2.9,Low,
D003_5,C004804,4.999,17.1,High,
D003_5,C004812,5.968,16.0,Medium,One-Way
D003_5,C004813,10.379,27.8,Medium,
D003_5,C004814,9.904,21.2,Low,No Heavy Trucks
D003_5,C004860,7.934,21.3,Medium,
D003_5,C004862,12.596,33.7,Medium,
D003_5,C004873,8.767,23.5,Medium,
D003_5,C004885,2.829,6.1,Low,
D003_5,C004889,5.469,11.7,Low,
D003_5,C004906,8.388,22.5,Medium,
D003_5,C004908,9.767,20.9,Low,
D003_5,C004915,9.677,25.9,Medium,
D003_5,C004916,10.511,28.2,Medium,
D003_5,C004922,2.734,9.4,High,
D003_5,C004929,11.656,31.2,Medium,
D003_5,C004931,14.109,37.8,Medium,
D003_5,C004939,11.608,24.9,Low,
D003_5,C004949,10.731,28.7,Medium,
D003_5,C004957,9.726,26.1,Medium,
D003_5,C004961,8.875,23.8,Medium,
D003_5,C004975,12.847,34.4,Medium,
D003_5,C004978,9.186,19.7,Low,
D003_5,C004982,6.283,21.5,High,
D003_5,C004990,8.728,23.4,Medium,
D003_5,C004995,4.578,9.8,Low,No Heavy Trucks
D003_5,C005003,2.057,4.4,Low,
D003_5,C005008,9.304,19.9,Low,
D003_5,C005010,7.476,16.0,Low,
D003_5,C005014,10.325,27.7,Medium,One-Way
D003_5,C005028,12.197,26.1,Low,
D003_5,C005029,4.448,9.5,Low,
D003_5,C005034,11.276,30.2,Medium,
D003_5,C005039,7.943,17.0,Low,
D003_5,C005058,4.728,12.7,Medium,
D003_5,C005069,6.543,17.5,Medium,
D003_5,C005079,8.651,29.7,High,
D003_5,C005081,5.951,20.4,High,No Heavy Trucks
D003_5,C005110,6.274,16.8,Medium,
D003_5,C005113,6.459,17.3,Medium,
D003_5,C005125,3.996,8.6,Low,
D003_5,C005132,1.164,3.1,Medium,
D003_5,C005142,11.47,30.7,Medium,
D003_5,C005151,9.309,31.9,High,
D003_5,C005155,9.475,20.3,Low,
D003_5,C005157,11.187,30.0,Medium,
D003_5,C005160,5.317,14.2,Medium,
D003_5,C005161,3.585,9.6,Medium,
D003_5,C005166,4.779,10.2,Low,
D003_5,C005170,5.88,15.8,Medium,
