Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D002_4,C000782,7.453,27.9,Medium,
D002_4,C000793,17.326,52.0,Low,
D002_4,C000794,9.032,33.9,Medium,
D002_4,C000797,11.496,43.1,Medium,
D002_4,C000802,13.466,40.4,Low,No Heavy Trucks
D002_4,C000806,14.459,54.2,Medium,
D002_4,C000810,13.807,51.8,Medium,No Heavy Trucks
D002_4,C000811,12.094,36.3,Low,
D002_4,C000816,11.36,34.1,Low,
D002_4,C000826,14.711,55.2,Medium,
D002_4,C000828,2.825,8.5,Low,
D002_4,C000833,11.896,44.6,Medium,
D002_4,C000835,8.746,26.2,Low,
D002_4,C000840,7.224,27.1,Medium,
D002_4,C000841,10.785,51.8,High,One-Way
D002_4,C000842,7.251,27.2,Medium,
D002_4,C000843,5.008,24.0,High,
D002_4,C000844,11.923,44.7,Medium,One-Way
D002_4,C000846,15.809,75.9,High,
D002_4,C000850,6.529,19.6,Low,
D002_4,C000853,10.094,48.5,High,
D002_4,C000856,6.489,24.3,Medium,No Heavy Trucks
D002_4,C000857,13.367,50.1,Medium,
D002_4,C000859,6.804,20.4,Low,
D002_4,C000861,11.429,34.3,Low,
D002_4,C000863,6.253,23.4,Medium,
D002_4,C000866,11.086,41.6,Medium,
D002_4,C000867,11.968,44.9,Medium,
D002_4,C000870,10.839,40.6,Medium,
D002_4,C000872,5.277,15.8,Low,
D002_4,C000873,15.45,74.2,High,
D002_4,C000877,8.22,30.8,Medium,One-Way
D002_4,C000880,11.155,33.5,Low,
D002_4,C000881,11.918,44.7,Medium,
D002_4,C000882,5.808,21.8,Medium,
D002_4,C000884,7.348,27.6,Medium,
D002_4,C000885,16.149,60.6,Medium,
D002_4,C000886,8.086,30.3,Medium,
D002_4,C000890,6.306,30.3,High,
D002_4,C000891,6.247,30.0,High,
D002_4,C000892,4.474,16.8,Medium,
D002_4,C000907,10.957,32.9,Low,
D002_4,C000909,14.754,55.3,Medium,
D002_4,C000912,7.472,35.9,High,No Heavy Trucks
D002_4,C000913,8.074,30.3,Medium,
D002_4,C000914,9.409,35.3,Medium,
D002_4,C000916,11.244,42.2,Medium,
D002_4,C000918,9.187,44.1,High,
D002_4,C000919,10.562,39.6,Medium,One-Way
D002_4,C000920,6.154,23.1,Medium,
D002_4,C000921,10.652,51.1,High,
D002_4,C000923,11.351,54.5,High,
D002_4,C000938,7.433,27.9,Medium,One-Way
D002_4,C000941,13.358,64.1,High,
D002_4,C000942,14.348,53.8,Medium,
D002_4,C000943,13.918,52.2,Medium,
D002_4,C000948,12.406,46.5,Medium,One-Way
D002_4,C000949,12.705,61.0,High,One-Way
D002_4,C000954,8.01,30.0,Medium,
D002_4,C000960,7.268,27.3,Medium,No Heavy Trucks
D002_4,C000962,13.238,39.7,Low,
D002_4,C000965,15.768,75.7,High,
D002_4,C000967,8.759,32.8,Medium,
D002_4,C000969,8.14,24.4,Low,
D002_4,C000971,4.407,16.5,Medium,
D002_4,C000972,11.08,41.5,Medium,
D002_4,C000974,3.512,16.9,High,
D002_4,C000975,14.35,68.9,High,
D002_4,C000977,13.505,50.6,Medium,
D002_4,C000982,10.051,37.7,Medium,
D002_4,C000985,8.778,26.3,Low,
D002_4,C000991,9.578,35.9,Medium,
D002_4,C000993,12.553,47.1,Medium,
D002_4,C000995,10.2,49.0,High,
D002_4,C000997,13.616,40.8,Low,
D002_4,C001002,7.239,27.1,Medium,
D002_4,C001004,12.648,37.9,Low,
D002_4,C001005,14.359,43.1,Low,
D002_4,C001008,13.15,49.3,Medium,
D002_4,C001009,11.277,42.3,Medium,
D002_4,C001011,9.845,36.9,Medium,
D002_4,C001017,10.458,50.2,High,
D002_4,C001018,13.607,51.0,Medium,
D002_4,C001021,13.055,39.2,Low,One-Way
D002_4,C001023,12.874,61.8,High,
D002_4,C001036,5.152,19.3,Medium,One-Way
D002_4,C001037,2.377,8.9,Medium,One-Way
D002_4,C001042,16.241,60.9,Medium,
D002_4,C001043,2.34,7.0,Low,
D002_4,C001045,12.326,46.2,Medium,
D002_4,C001051,11.072,41.5,Medium,
D002_4,C001055,7.795,23.4,Low,One-Way
D002_4,C001061,8.397,40.3,High,
D002_4,C001063,9.687,36.3,Medium,
D002_4,C001064,9.001,43.2,High,One-Way
D002_4,C001068,14.039,67.4,High,
D002_4,C001069,14.123,53.0,Medium,
D002_4,C001077,13.306,39.9,Low,
D002_4,C001083,3.837,14.4,Medium,
D002_4,C001085,8.887,33.3,Medium,
D002_4,C001089,11.644,43.7,Medium,
D002_4,C001090,1.771,5.3,Low,
D002_4,C001094,10.175,48.8,High,
D002_4,C001097,15.267,57.2,Medium,
D002_4,C001099,13.985,67.1,High,One-Way
D002_4,C001102,7.53,36.1,High,No Heavy Trucks
D002_4,C001104,14.121,53.0,Medium,
D002_4,C001109,11.617,43.6,Medium,
D002_4,C001110,8.221,39.5,High,
D002_4,C001111,10.738,40.3,Medium,
D002_4,C001115,12.466,37.4,Low,
D002_4,C001117,10.066,37.7,Medium,
D002_4,C001118,8.773,42.1,High,
D002_4,C001121,11.651,43.7,Medium,
D002_4,C001124,1.887,9.1,High,
D002_4,C001125,12.557,47.1,Medium,One-Way
D002_4,C001126,11.973,35.9,Low,
D002_4,C001133,11.314,42.4,Medium,
D002_4,C001134,5.16,15.5,Low,
D002_4,C001135,11.44,42.9,Medium,
D002_4,C001138,11.042,33.1,Low,One-Way
D002_4,C001141,10.946,32.8,Low,
D002_4,C001145,9.166,34.4,Medium,
D002_4,C001148,6.462,31.0,High,
D002_4,C001151,4.37,16.4,Medium,
D002_4,C001161,5.524,20.7,Medium,
D002_4,C001163,5.127,19.2,Medium,One-Way
D002_4,C001164,9.174,34.4,Medium,
D002_4,C001170,14.726,70.7,High,One-Way
D002_4,C001173,4.149,19.9,High,
D002_4,C001176,12.904,48.4,Medium,
D002_4,C001177,5.247,15.7,Low,
D002_4,C001191,13.11,49.2,Medium,
D002_4,C001192,3.227,12.1,Medium,One-Way
D002_4,C001196,6.263,23.5,Medium,
D002_4,C001202,6.941,26.0,Medium,
D002_4,C001204,7.342,22.0,Low,
D002_4,C001205,12.399,59.5,High,
D002_4,C001207,10.334,31.0,Low,
D002_4,C001214,1.916,7.2,Medium,
D002_4,C001216,5.605,26.9,High,
D002_4,C001220,10.079,30.2,Low,
D002_4,C001223,10.14,38.0,Medium,
D002_4,C001224,6.137,23.0,Medium,
D002_4,C001227,13.119,49.2,Medium,
D002_4,C001228,5.363,25.7,High,
D002_4,C001231,11.444,34.3,Low,
D002_4,C001233,12.22,58.7,High,
D002_4,C001238,1.566,4.7,Low,
D002_4,C001242,3.222,12.1,Medium,
D002_4,C001244,7.408,27.8,Medium,
D002_4,C001248,6.728,25.2,Medium,
D002_4,C001249,5.674,21.3,Medium,
D002_4,C001256,12.119,45.4,Medium,
D002_4,C001261,11.57,43.4,Medium,One-Way
D002_4,C001262,12.436,59.7,High,
D002_4,C001264,9.299,44.6,High,No Heavy Trucks
D002_4,C001266,8.497,31.9,Medium,
D002_4,C001271,10.826,32.5,Low,
D002_4,C001272,3.646,10.9,Low,
D002_4,C001273,12.702,61.0,High,
D002_4,C001275,17.062,51.2,Low,One-Way
D002_4,C001277,16.664,62.5,Medium,
D002_4,C001283,14.415,43.2,Low,
D002_4,C001285,12.628,60.6,High,
D002_4,C001300,8.384,31.4,Medium,One-Way
D002_4,C001302,5.658,27.2,High,
D002_4,C001303,6.701,25.1,Medium,
D002_4,C001306,14.999,56.2,Medium,
D002_4,C001307,2.389,9.0,Medium,
D002_4,C001310,9.091,34.1,Medium,One-Way
D002_4,C001317,4.725,22.7,High,
D002_4,C001321,16.007,60.0,Medium,No Heavy Trucks
D002_4,C001322,5.216,15.6,Low,
D002_4,C001324,5.016,18.8,Medium,
D002_4,C001325,9.621,28.9,Low,
D002_4,C001334,13.491,40.5,Low,No Heavy Trucks
D002_4,C001339,7.6,28.5,Medium,
D002_4,C001341,9.662,46.4,High,
D002_4,C001343,5.887,28.3,High,
D002_4,C001344,13.899,52.1,Medium,
D002_4,C001350,7.352,27.6,Medium,
D002_4,C001352,9.401,35.3,Medium,
D002_4,C001353,6.043,22.7,Medium,
D002_4,C001354,10.68,40.1,Medium,
D002_4,C001367,7.473,28.0,Medium,
D002_4,C001369,10.858,52.1,High,No Heavy Trucks
D002_4,C001375,13.977,52.4,Medium,One-Way
D002_4,C001377,6.586,31.6,High,
D002_4,C001380,12.007,45.0,Medium,
D002_4,C001383,8.019,38.5,High,No Heavy Trucks
D002_4,C001384,11.922,35.8,Low,
D002_4,C001386,6.994,33.6,High,
D002_4,C001387,14.619,70.2,High,
D002_4,C001390,10.627,51.0,High,
D002_4,C001396,6.414,19.2,Low,One-Way
D002_4,C001407,14.11,67.7,High,No Heavy Trucks
D002_4,C001410,10.132,38.0,Medium,
D002_4,C001415,6.142,23.0,Medium,
D002_4,C001416,5.815,21.8,Medium,
D002_4,C001418,8.027,24.1,Low,
D002_4,C001420,10.428,31.3,Low,
D002_4,C001421,10.68,40.0,Medium,One-Way
D002_4,C001422,15.201,57.0,Medium,
D002_4,C001425,10.835,52.0,High,
D002_4,C001429,9.833,36.9,Medium,One-Way
D002_4,C001441,16.387,61.5,Medium,
D002_4,C001442,8.951,33.6,Medium,
D002_4,C001444,8.353,31.3,Medium,One-Way
D002_4,C001446,6.973,26.1,Medium,
D002_4,C001447,7.828,29.4,Medium,
D002_4,C001448,3.103,9.3,Low,One-Way
D002_4,C001449,18.642,89.5,High,No Heavy Trucks
D002_4,C001453,12.918,48.4,Medium,
D002_4,C001455,8.955,43.0,High,One-Way
D002_4,C001457,15.232,73.1,High,
D002_4,C001460,7.854,37.7,High,
D002_4,C001461,13.804,51.8,Medium,
D002_4,C001465,6.148,18.4,Low,
D002_4,C001466,8.642,32.4,Medium,
D002_4,C001474,13.818,51.8,Medium,One-Way
D002_4,C001475,9.029,43.3,High,
D002_4,C001479,13.712,51.4,Medium,
D002_4,C001480,2.547,12.2,High,
D002_4,C001481,13.313,49.9,Medium,
D002_4,C001483,14.043,52.7,Medium,
D002_4,C001484,12.917,48.4,Medium,
D002_4,C001488,10.771,40.4,Medium,
D002_4,C001491,8.284,31.1,Medium,
D002_4,C001495,14.024,67.3,High,No Heavy Trucks
D002_4,C001496,3.52,13.2,Medium,
D002_4,C001501,10.855,40.7,Medium,
D002_4,C001504,9.243,34.7,Medium,
D002_4,C001505,7.48,22.4,Low,
D002_4,C001510,11.245,33.7,Low,
D002_4,C001514,11.715,43.9,Medium,No Heavy Trucks
D002_4,C001515,4.414,21.2,High,
D002_4,C001516,10.613,39.8,Medium,
D002_4,C001520,11.646,55.9,High,
D002_4,C001525,1.007,3.0,Low,No Heavy Trucks
D002_4,C001535,10.193,38.2,Medium,
D002_4,C001537,6.291,18.9,Low,
D002_4,C001538,11.256,54.0,High,
D002_4,C001539,13.503,50.6,Medium,No Heavy Trucks
D002_4,C001547,11.859,44.5,Medium,One-Way
D002_4,C001553,8.25,30.9,Medium,
D002_4,C001556,4.913,23.6,High,
D002_4,C001560,5.189,19.5,Medium,
D002_4,C001561,11.777,44.2,Medium,No Heavy Trucks
D002_4,C001566,10.463,39.2,Medium,
D002_4,C001567,18.468,55.4,Low,
D002_4,C001569,11.666,43.7,Medium,No Heavy Trucks
D002_4,C001570,12.329,59.2,High,
D002_4,C001571,11.689,56.1,High,One-Way
D002_4,C001572,7.474,28.0,Medium,
D002_4,C001577,3.979,11.9,Low,One-Way
D002_4,C001579,4.732,14.2,Low,
D002_4,C001580,2.983,11.2,Medium,
D002_4,C001584,13.898,52.1,Medium,
D002_4,C001586,10.611,39.8,Medium,
D002_4,C001588,9.183,44.1,High,
D002_4,C001592,8.76,32.8,Medium,
D002_4,C001593,1.431,5.4,Medium,
D002_4,C001596,15.861,59.5,Medium,
D002_4,C001597,11.831,56.8,High,
D002_4,C001599,17.967,67.4,Medium,
D002_4,C001600,10.637,51.1,High,
D002_4,C001601,13.347,64.1,High,
D002_4,C001604,5.067,19.0,Medium,One-Way
D002_4,C001617,8.582,41.2,High,
D002_4,C001619,15.027,56.4,Medium,No Heavy Trucks
D002_4,C001620,14.027,42.1,Low,One-Way
D002_4,C001621,10.694,51.3,High,
D002_4,C001623,14.026,52.6,Medium,
D002_4,C001626,9.182,34.4,Medium,
D002_4,C001627,8.792,42.2,High,
D002_4,C001630,3.784,18.2,High,
D002_4,C001634,14.306,68.7,High,
D002_4,C001637,6.862,25.7,Medium,
D002_4,C001642,13.371,64.2,High,One-Way
D002_4,C001645,12.033,45.1,Medium,
D002_4,C001647,14.964,56.1,Medium,
D002_4,C001650,9.607,36.0,Medium,
D002_4,C001652,11.947,44.8,Medium,No Heavy Trucks
D002_4,C001653,5.345,20.0,Medium,
D002_4,C001655,8.159,24.5,Low,
D002_4,C001658,12.684,47.6,Medium,
D002_4,C001668,13.917,66.8,High,No Heavy Trucks
D002_4,C001669,10.547,31.6,Low,
D002_4,C001672,11.108,41.7,Medium,
D002_4,C001673,11.871,57.0,High,
D002_4,C001674,1.912,7.2,Medium,
D002_4,C001676,11.181,41.9,Medium,
D002_4,C001681,8.519,40.9,High,
D002_4,C001683,11.338,42.5,Medium,
D002_4,C001685,5.667,21.3,Medium,
D002_4,C001695,17.469,65.5,Medium,
D002_4,C001699,13.345,50.0,Medium,
D002_4,C001700,6.901,25.9,Medium,
D002_4,C001704,9.298,34.9,Medium,
D002_4,C001705,17.552,52.7,Low,
D002_4,C001707,12.0,45.0,Medium,
D002_4,C001711,10.815,40.6,Medium,One-Way
D002_4,C001713,1.611,7.7,High,No Heavy Trucks
D002_4,C001716,16.088,48.3,Low,
D002_4,C001720,10.744,32.2,Low,
D002_4,C001723,9.049,33.9,Medium,
D002_4,C001724,19.295,57.9,Low,
D002_4,C001727,8.614,32.3,Medium,
D002_4,C001739,8.686,26.1,Low,No Heavy Trucks
D002_4,C001740,13.026,62.5,High,
D002_4,C001742,13.551,40.7,Low,One-Way
D002_4,C001745,7.141,26.8,Medium,
D002_4,C001749,15.938,47.8,Low,
D002_4,C001751,6.123,29.4,High,
D002_4,C001753,9.618,36.1,Medium,
D002_4,C001759,6.837,32.8,High,
D002_4,C001764,9.071,43.5,High,
D002_4,C001770,12.652,47.4,Medium,No Heavy Trucks
D002_4,C001776,12.145,45.5,Medium,
D002_4,C001778,4.847,23.3,High,
D002_4,C001785,12.855,48.2,Medium,
D002_4,C001786,9.458,35.5,Medium,
D002_4,C001790,5.029,18.9,Medium,One-Way
D002_4,C001793,15.104,45.3,Low,
D002_4,C001798,15.671,75.2,High,
D002_4,C001799,5.952,28.6,High,
D002_4,C001804,10.232,49.1,High,
D002_4,C001807,12.902,48.4,Medium,
D002_4,C001808,5.425,26.0,High,
D002_4,C001816,10.185,30.6,Low,One-Way
D002_4,C001818,12.97,62.3,High,
D002_4,C001820,13.828,41.5,Low,
D002_4,C001821,13.466,40.4,Low,
D002_4,C001824,10.63,39.9,Medium,
D002_4,C001825,9.288,44.6,High,
D002_4,C001826,11.498,43.1,Medium,
D002_4,C001829,7.132,26.7,Medium,One-Way
D002_4,C001835,8.053,30.2,Medium,One-Way
D002_4,C001837,10.861,40.7,Medium,
D002_4,C001839,5.846,17.5,Low,One-Way
D002_4,C001841,11.996,45.0,Medium,
D002_4,C001846,12.032,45.1,Medium,
D002_4,C001847,11.618,43.6,Medium,
